Key_1_2,ParticleID_44,ParticleID_39,ParticleID_18,Key_2_7
k18443,0.0,0.0954721,0.311005,44390
k8239,0.0,0.1228869999999999,0.2335219999999999,43005
k71728,0.0,0.0690221,0.309023,65345
k23660,0.0,0.0352149,0.258808,10652
k19518,0.0,0.127449,0.212195,26134
k54378,0.0437788,0.0877691,0.271889,175
k34437,0.0,0.0760643999999999,0.337748,65773
k34463,0.132832,0.0732916999999999,0.363409,51817
k6109,0.0,0.0766208999999999,0.284314,2899
k21156,0.0202429,0.102522,0.224696,35354
k15360,0.0,0.0380459999999999,0.43295,56058
k72215,0.0,0.0943603,0.243437,70676
k64503,0.0,0.110854,0.258065,56512
k45523,0.0,0.120774,0.254839,21999
k33239,0.0,0.135922,0.2055139999999999,31487
k57289,0.0200669,0.0907232,0.264214,26936
k9574,0.0,0.132912,0.2236179999999999,71536
k28848,0.0,0.0505985,0.284232,66866
k23068,0.0,0.11684,0.365145,4210
k71091,0.0438596,0.0634149,0.2397659999999999,23007
k61168,0.0,0.0542765,0.331579,2369
k30341,0.0,0.0873398999999999,0.261283,42163
k68420,0.0,0.0731643,0.3431369999999999,50129
k37352,0.0417423,0.10447,0.252269,12331
k9699,0.0,0.0561411999999999,0.250457,58696
k3257,0.00515464,0.096432,0.2912369999999999,2204
k38282,0.00271739,0.0472513,0.3125,62839
k61916,0.0636364,0.231211,0.35,24532
k8835,0.0,0.112258,0.250501,53301
k60725,0.0,0.0836145,0.254499,32243
k4411,0.0421793,0.14047,0.2337429999999999,3826
k67931,0.0,0.095086,0.250608,36180
k30104,0.0715789,0.083249,0.210526,62427
k11581,0.0318725,0.155941,0.229084,33854
k9223,0.0,0.0964943,0.244842,938
k4275,0.0,0.104843,0.279452,44971
k19260,0.0,0.0511526,0.317073,67198
k19172,0.0,0.0654343,0.233954,57608
k67687,0.00249377,0.0653447,0.269327,5583
k31966,0.0,0.0815244,0.258824,27647
k63389,0.00220751,0.0723993999999999,0.324503,52137
k41157,0.00127551,0.0804319,0.253827,20783
k7813,0.0,0.0752764,0.2346369999999999,58285
k5518,0.0,0.0937563999999999,0.228438,61324
k14411,0.0521541999999999,0.101437,0.2063489999999999,16820
k2146,0.0,0.0286435999999999,0.262295,37716
k42307,0.0,0.0814308,0.240535,36374
k41314,0.0,0.0560753,0.2317519999999999,26037
k16319,0.0,0.0655689,0.294837,64819
k19230,0.0,0.0565250999999999,0.2742719999999999,11910
k19672,0.0,0.0469339,0.3422219999999999,64647
k38442,0.0,0.1232849999999999,0.194958,28043
k36150,0.034689,0.0627171,0.295455,2414
k6817,0.0,0.0438087,0.284034,51277
k72995,0.0,0.052769,0.25813,6913
k14750,0.0,0.1072369999999999,0.235974,6548
k40982,0.0,0.0596159,0.28363,6984
k49311,0.0,0.1232819999999999,0.257426,490
k10109,0.102941,0.1140089999999999,0.232353,60342
k29492,0.0,0.0819956,0.330416,45460
k56960,0.0,0.0871151,0.247834,59832
k32526,0.0,0.146123,0.316103,41776
k9055,0.0,0.0548117,0.315678,27651
k15592,0.0,0.083548,0.244718,42529
k39174,0.0,0.117666,0.205405,27206
k59727,0.0,0.104792,0.276119,66597
k4736,0.0,0.0773331,0.253298,56580
k46119,0.0,0.0911497,0.243243,7674
k63680,0.0,0.0611165,0.290875,8075
