Key_1_2,ParticleID_38,ParticleID_35,ParticleID_34,Key_2_9
k18443,1.53367,0.235325,0.0572286999999999,69325
k8239,1.13771,0.285796,0.0249169999999999,4287
k71728,1.18211,0.34965,0.105054,29438
k23660,1.57963,0.289429,0.0150477,10346
k19518,1.09488,0.279205,0.0509214,17618
k54378,0.908408,0.410513,0.102024,33887
k34437,1.22423,0.2353989999999999,0.0628316,35797
k34463,0.889964,0.227867,0.109481,58256
k6109,1.39701,0.239393,0.0645071,49743
k21156,1.18356,0.326825,0.0899761,31838
k15360,0.487238,0.603769,0.0228589,19958
k72215,1.3078299999999998,0.3717519999999999,0.130243,52797
k64503,1.25189,0.306584,0.150945,67480
k45523,0.664326,0.3892989999999999,0.1043029999999999,9116
k33239,1.40619,0.2166159999999999,0.0175145999999999,59302
k57289,1.45701,0.286492,0.0748809999999999,5221
k9574,1.26568,0.283825,0.0706376,49261
k28848,1.2718,0.149945,0.0271803,10653
k23068,1.00754,0.287018,0.0,17845
k71091,1.29144,0.227805,0.0667303,37556
k61168,1.18088,0.349433,0.0331296,7709
k30341,0.972817,0.301133,0.00234946,9718
k68420,0.874561,0.389915,0.0387562,18322
k37352,0.997196,0.402516,0.0902653,52297
k9699,1.41462,0.2621679999999999,0.0803706,64118
k3257,1.30445,0.290575,0.0585261999999999,16719
k38282,1.18163,0.318652,0.0799918,43386
k61916,0.859717,0.291064,0.0383221,6862
k8835,1.46506,0.325528,0.028056,64790
k60725,0.947433,0.417496,0.0961938,52617
k4411,1.13617,0.409417,0.0587029,58669
k67931,1.17891,0.186879,0.0323007,31319
k30104,1.3417,0.2299989999999999,0.0508873,34990
k11581,0.972096,0.345543,0.07976,20930
k9223,1.4580799999999998,0.282398,0.07512,51694
k4275,0.918856,0.337421,0.08697,60641
k19260,1.49596,0.283976,0.10704,54665
k19172,1.47137,0.2109909999999999,0.067118,14909
k67687,1.53289,0.250779,0.049372,36427
k31966,1.4294,0.283978,0.107374,46830
k63389,1.67232,0.191943,0.0251772,44897
k41157,1.34419,0.3401,0.0992808,17805
k7813,1.59233,0.2335719999999999,0.0281390999999999,64102
k5518,1.15903,0.353046,0.0785373,11400
k14411,1.11156,0.232076,0.103343,59101
k2146,1.7058400000000002,0.333659,0.00401152,57029
k42307,1.48337,0.237142,0.0267513,3689
k41314,1.12353,0.3849909999999999,0.037842,37563
k16319,1.32066,0.356532,0.0586695,2253
k19230,1.28644,0.3488489999999999,0.104471,65324
k19672,1.53605,0.298542,0.113926,58992
k38442,1.55833,0.191539,0.0400950999999999,9048
k36150,1.24475,0.182214,0.0653936,37459
k6817,1.0671700000000002,0.279188,0.0521776999999999,52481
k72995,1.48499,0.298515,0.0627509,32399
k14750,1.27903,0.288344,0.0487575,37258
