Key_1_2,ParticleID_4,ParticleID_49,ParticleID_21,Key_2_8
k18443,0.00717703,0.189042,0.270335,57794
k8239,0.00188324,0.1995289999999999,0.295669,10061
k71728,0.00370828,0.294377,0.351051,57160
k23660,0.00135501,0.354055,0.330623,2289
k19518,0.0,0.204251,0.24878,24480
k54378,0.00921659,0.2236409999999999,0.271889,11726
k34437,0.0,0.312117,0.295806,19675
k34463,0.0225564,0.2026859999999999,0.340852,66531
k6109,0.00196078,0.219659,0.3176469999999999,64875
k21156,0.00404858,0.190052,0.277328,33615
k15360,0.0114942999999999,0.133567,0.176245,62882
k72215,0.00477327,0.214015,0.272076,50637
k64503,0.0265655,0.219521,0.352941,16152
k45523,0.0,0.2585,0.270968,59215
k33239,0.00250627,0.142339,0.2330829999999999,24992
k57289,0.0183946,0.139923,0.249164,17539
k9574,0.0,0.251332,0.3190949999999999,70678
k28848,0.00829876,0.50426,0.2800829999999999,64087
k23068,0.00414938,0.130542,0.232365,49085
k71091,0.0,0.179011,0.2894739999999999,61305
k61168,0.0315789,0.272572,0.263158,26598
k30341,0.00475059,0.173694,0.263658,19840
k68420,0.00980392,0.154566,0.27451,263
k37352,0.0199637,0.229373,0.284936,46196
k9699,0.0,0.27533,0.400366,54313
k3257,0.00773196,0.201627,0.224227,20557
k38282,0.00271739,0.151311,0.220109,59681
k61916,0.0,0.243915,0.25,4921
k8835,0.00200401,0.183383,0.296593,40577
k60725,0.00257069,0.16457,0.2416449999999999,10720
k4411,0.00351494,0.211247,0.370826,35513
k67931,0.00243309,0.233392,0.328467,45654
k30104,0.00421053,0.201153,0.267368,16201
k11581,0.0199203,0.235882,0.334661,65338
k9223,0.00687758,0.209587,0.328748,72251
k4275,0.0,0.204756,0.290411,33035
k19260,0.00813008,0.2293639999999999,0.360976,63344
k19172,0.0,0.275513,0.397516,71639
k67687,0.0224439,0.335583,0.32793,53670
k31966,0.0213904,0.262828,0.336898,22976
k63389,-0.00220751,0.255181,0.384106,69013
k41157,0.0114796,0.234604,0.322704,71517
k7813,0.0167598,0.261927,0.328212,9032
k5518,0.002331,0.193842,0.321678,13559
k14411,0.0113379,0.236857,0.321995,40320
k2146,0.0,0.287074,0.2786889999999999,69437
k42307,0.00222717,0.273814,0.327394,64349
k41314,0.00364964,0.2173409999999999,0.242701,6037
k16319,0.0013587,0.298988,0.326087,37351
k19230,0.00485437,0.148411,0.252427,72984
k19672,0.00888889,0.153969,0.333333,27847
