Key_1_3,ParticleID_6,ParticleID_29,ParticleID_31,Key_2_12
k24459,0.665227,-0.574426,0.64061,32026
k41661,0.519,-0.429988,0.867107,54150
k69730,1.31039,-0.351475,1.4335,65218
k45322,0.8296969999999999,0.486409,0.912988,49130
k38657,0.991718,-0.8553149999999999,0.711484,69681
k30893,0.673705,-0.66974,1.32149,51427
k19545,2.07127,-0.2326869999999999,1.1554799999999998,59155
k16346,4.81091,-1.81712,0.636984,44706
k58378,0.850433,-0.412684,0.6929850000000001,51413
k36318,0.663556,-0.5645479999999999,0.690862,44890
k25131,1.73607,-1.52457,0.875461,9306
k31728,0.8946350000000001,-0.633592,1.1934,21299
k53202,1.55074,-0.625371,0.97503,3099
k18525,0.5611470000000001,-0.483817,1.27446,52605
k61676,0.527942,-0.612759,0.354984,42337
k55395,0.8038310000000001,-0.56082,0.710784,49539
k6617,0.408115,0.105771,0.949291,36490
k46336,0.668817,0.322323,1.12986,1869
k64691,1.2292,-1.21455,0.379483,44582
k37577,1.00256,-0.8715860000000001,0.446563,20893
k42520,0.934792,0.338758,1.83441,68765
k65360,0.435277,-0.1292599999999999,0.595101,58293
k18589,0.869983,-0.453643,0.8274469999999999,14528
k62707,0.996778,0.392998,1.5743,46687
k69997,0.972551,0.564523,1.2909,36938
k33158,0.7499319999999999,-0.813315,1.10087,34998
k52988,0.703943,-1.17048,0.4775279999999999,12693
k38025,0.825433,-1.47462,0.630329,57649
k49470,0.420351,-0.20402,0.934996,11077
k12446,0.83014,-0.566732,1.10942,42476
k3243,1.1829,0.2063829999999999,1.40008,65920
k11904,0.909616,-0.781783,0.486638,22546
k11889,1.1496,-0.907819,0.526942,20981
k12538,0.7379479999999999,-0.055835,1.17042,3211
k24945,0.671261,-0.200628,0.974848,65475
k31173,0.799636,-0.632653,0.7998149999999999,25946
k67897,1.0568799999999998,-0.476746,1.0069,19692
k55136,0.898806,0.334941,1.44029,52953
k12814,0.705658,-0.0467961,1.37154,36224
k15412,1.1721,0.0824245,1.34905,437
k4281,1.20488,-0.290714,0.6252939999999999,30862
k23756,0.996885,-0.00598389,1.29803,7875
k37121,0.7307939999999999,-0.061064,1.07791,1989
k33984,0.410813,-0.0116848,1.01335,28657
k9202,1.50211,-0.955231,0.8130850000000001,17546
k72856,0.924559,-0.102043,0.805717,13105
k69521,1.09385,-0.2084929999999999,0.723698,34674
k40061,0.875936,-0.0365578,0.961744,5363
k51558,0.819959,0.2001869999999999,1.44114,71307
k45331,0.539517,-0.5424720000000001,0.692998,36056
k16818,0.833017,-0.719816,0.592546,22267
k65431,0.792814,-0.0782493,0.70939,46595
k1277,1.81447,-0.4959149999999999,-0.129244,60345
k1338,0.788716,-0.229879,1.20618,55993
k63575,0.687242,-0.321621,0.703134,60304
k72748,0.698574,-0.30705,1.17013,71128
k71229,0.7339439999999999,-0.117378,0.7513810000000001,47727
k62185,0.716592,0.123414,0.936769,54721
k6622,0.653621,-0.908604,1.17783,38566
k67089,0.349585,-0.962684,0.705545,61843
k8164,0.7637390000000001,-0.736409,0.527043,2266
k32856,0.747895,-0.0920087,0.361953,42579
k69920,0.95083,0.0507301,1.10454,61132
k12793,0.73948,-0.589291,0.901232,34607
k58072,0.8591469999999999,0.2385199999999999,1.38088,71305
k64977,0.7221920000000001,-0.644948,0.950941,5889
k36316,0.670841,-0.479496,1.15759,52660
k41173,0.845159,-0.641569,0.665006,23550
k51707,1.07266,-1.03229,1.01509,55536
k21873,0.6825979999999999,1.22633,0.401956,62107
k14823,1.03022,-0.781963,0.571142,38238
k23263,0.474628,-0.1348609999999999,0.49993,44162
k30705,0.548658,-0.5684060000000001,0.999958,46734
k67983,0.604058,1.6554,0.418092,63195
k40470,0.747081,-0.846306,0.22633,29086
k65356,0.5882609999999999,-0.378767,0.67176,18439
k29775,0.621222,-0.255026,0.801845,66634
k52448,0.705013,0.0298454,1.23873,47149
k56994,0.496971,-0.6295029999999999,1.53794,39278
k17789,0.947403,0.489434,1.58437,64141
k67063,0.7642140000000001,-1.00001,0.589386,47420
k9857,1.0651700000000002,0.0753355,0.614661,538
k12412,1.6241,0.382883,1.2515,2863
