Key_2_11,D649,D97,D458,D214,D55,D96,D149,D75,D740,D16,Key_3_35
k1150,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.374017593,2715
k3063,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.307980034,2897
k702,0.0,0.0,0.1,0.0,0.0639,0.133333333,0.0,0.227575655,0.0238,0.324674761,2165
k479,0.0,0.0263,0.0,0.0,0.0,0.1,0.0,0.0734,0.0714,0.237414478,3111
k2511,0.0,0.0,0.05,0.0,0.0639,0.133333333,0.0294,0.133959763,0.166666667,0.192066391,2332
k2558,0.0,0.0,0.0,0.436532155,0.0,0.0333,0.0,0.0616,0.0,0.292727388,483
k1649,0.0,0.0,0.0,0.0,0.0,0.133333333,0.0,0.270636255,0.0714,0.36424202,621
k480,0.0,0.0,0.0,0.0,0.0,0.1,0.0588,0.0,0.0476,0.277315794,2605
k1330,0.0,0.0,0.05,0.0,0.157748325,0.133333333,0.0,0.157022996,0.0238,0.266439354,676
k487,0.0,0.0,0.1,0.0,0.0,0.0667,0.0,0.158757243,0.0714,0.277259019,2529
k359,0.0,0.105263158,0.0,0.0,0.0,0.2,0.0,0.0997,0.0,0.182759307,113
k832,0.0,0.0526,0.0,0.0,0.18568986,0.2,0.0588,0.218169843,0.0,0.123321442,1662
k601,0.0,0.0263,0.25,0.0,0.0173,0.2,0.0,0.0396,0.0,0.363957998,3349
k3273,0.0,0.0,0.0,0.0,0.0639,0.133333333,0.0294,0.331224788,0.0476,0.328993796,2352
k611,0.0,0.0,0.05,0.0,0.0,0.0333,0.0,0.0,0.0,0.297617633,1749
k304,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.214285714,0.319348629,3026
k2875,0.0,0.0,0.1,0.534737962,0.0,0.1,0.0,0.0,0.0714,0.270736826,743
k1445,0.0,0.0,0.05,0.0,0.0685,0.133333333,0.0,0.0,0.0238,0.2784986,1361
k3201,0.0,0.0,0.1,0.0,0.0,0.133333333,0.0588,0.0396,0.0,0.290027388,1574
k356,0.0,0.0,0.15,0.521911443,0.0539,0.1,0.0,0.103207611,0.0714,0.301772969,2492
k505,0.0,0.0,0.05,0.0,0.0,0.0667,0.0294,0.0734,0.142857143,0.28756646,1898
k3272,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.332240498,0.0476,0.412830933,3159
k342,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0238,0.301772969,294
k3399,0.0,0.0,0.1,0.528900819,0.0,0.0667,0.0,0.0,0.0476,0.301772969,748
k393,0.0,0.0,0.05,0.0,0.0294,0.0333,0.0,0.0,0.0,0.26502453,1951
k1288,0.333333333,0.0526,0.0,0.0,0.0,0.233333333,0.0,0.189955427,0.238095238,0.407170879,2912
k105,0.0,0.0,0.2,0.0,0.0,0.166666667,0.0,0.317514491,0.0,0.290733535,2781
k343,0.0,0.0,0.1,0.0,0.0933,0.166666667,0.0588,0.463113429,0.0952,0.248364963,1001
k1775,0.0,0.0,0.1,0.0,0.0,0.166666667,0.0882,0.0513,0.0,0.298637403,2227
k314,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0744,0.0,0.6983185,2868
k2779,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.317514491,0.142857143,0.32382875,2693
