Key_1_1,D891,D513,D22,D102,D215,D339,D457,D47,D897,D927,Key_2_6
k2240,0.25,0.0,0.0,0.35011527,0.0,0.0,0.0,0.349700465,0.0,0.0,k1577
k709,0.0,0.0,0.0,0.30298784,0.0,0.0,0.0,0.298041761,0.0,0.0,k571
k1956,0.0,0.0833,0.0345,0.0724,0.0,0.0,0.0,0.166184569,0.0,0.11627907,k980
k427,0.0,0.0,0.069,0.15059571,0.834047985,0.0,0.0952,0.091,0.0,0.0698,k28
k1786,0.0,0.0,0.0345,0.214975032,0.868630462,0.0,0.0952,0.145995157,0.0,0.11627907,k539
k1056,0.0,0.0833,0.0,0.105881477,0.0,0.0,0.0,0.181786793,0.0,0.0465,k783
k191,0.3,0.0833,0.0,0.153694321,0.0,0.0,0.0476,0.218907559,0.0,0.0698,k513
k2471,0.0,0.0,0.069,0.264888163,0.0,0.0,0.0,0.242332009,0.0,0.0,k1499
k2775,0.0,0.0417,0.0,0.189235738,0.0,0.0,0.0,0.260543971,0.0,0.0233,k2784
k3324,0.0,0.0417,0.0,0.196292331,0.0,0.0,0.0,0.209412677,0.0,0.0465,k2495
k208,0.0,0.0,0.0,0.159055392,0.0,0.0,0.0,0.240583045,0.0,0.093,k1085
k1131,0.0,0.0417,0.069,0.189890455,0.0,0.0,0.0,0.196286516,0.0,0.11627907,k439
k1750,0.0,0.0,0.069,0.149601614,0.0,0.0,0.0,0.253297054,0.0,0.139534884,k989
k2429,0.0,0.125,0.0345,0.0922,0.0,0.0,0.0,0.128580175,0.0,0.162790698,k3357
k1827,0.0,0.0,0.0345,0.10937021,0.814104226,0.0,0.0952,0.131772537,0.0,0.0,k3088
k1930,0.1,0.0,0.069,0.425217947,0.926108374,0.0,0.0476,0.338277965,0.2,0.0,k1626
k1342,0.0,0.0,0.0,0.254786049,0.0,0.0,0.0952,0.32502861,0.0,0.093,k690
k2330,0.0,0.0,0.069,0.235125893,0.0,0.0,0.0,0.312858552,0.0,0.0,k1886
k1781,0.0,0.0,0.069,0.144738413,0.0,0.0,0.142857143,0.20701057,0.0,0.093,k1994
k3253,0.0,0.0,0.0,0.209937404,0.0,0.0667,0.0952,0.31199801,0.0,0.139534884,k93
k49,0.0,0.0,0.069,0.20388446,0.858778245,0.0,0.0952,0.151274316,0.0,0.0698,k712
k2726,0.0,0.166666667,0.069,0.0905,0.787200096,0.0,0.0,0.118199086,0.0,0.186046512,k2581
k84,0.0,0.0,0.103448276,0.0874,0.0,0.0,0.0,0.133209437,0.0,0.0,k3304
k1441,0.0,0.0,0.137931034,0.230365039,0.0,0.0,0.0952,0.233991387,0.0,0.093,k2
k515,0.0,0.0,0.0,0.142613225,0.0,0.0,0.0,0.149424337,0.0,0.0,k14
k365,0.3,0.0,0.0,0.331535386,0.0,0.0,0.0,0.575313882,0.7,0.093,k2446
k2608,0.0,0.0833,0.0345,0.049,0.0,0.0,0.0476,0.154979263,0.0,0.093,k781
k1196,0.0,0.0833,0.0345,0.134971685,0.0,0.0,0.0,0.243806881,0.0,0.209302326,k80
k1824,0.0,0.0,0.137931034,0.119848349,0.0,0.0,0.285714286,0.169573361,0.0,0.093,k1176
k2932,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.153859756,0.0,0.0,k2506
k1616,0.0,0.0833,0.137931034,0.117376461,0.0,0.0,0.0,0.229571797,0.0,0.093,k2356
k2182,0.0,0.0,0.0345,0.170413614,0.0,0.0,0.0,0.234638006,0.0,0.279069767,k441
