Key_2_5,D464,D236,D496,D705,D562,D667,D179,D873,D40,D171,Key_3_16
k3251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561
k614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3134
k2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3233
k1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250
k2831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541
k66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353
k1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222228,0.0,1790
k766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457
k932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347
k530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055
k2952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2395
k1948,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,516
k306,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,381
k403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765
k317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924
k2999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111112,0.0,1286
k2874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0708,0.0,1649
k2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124
k2661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281
k1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0708,0.0,1760
k1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472
k489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909
k3400,0.0,0.490006232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284
k534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0708,0.0,614
k461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697
k31,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3282
k1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784
k496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178,0.0,1624
k2835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3241
k597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3174
k2970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2237
k462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3219
k134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0409,0.0,2421
k925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360
k1412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2929
k3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3334
k911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950
k1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105
k2437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771
k1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253
k2244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3056
k646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434
