Key_2_4,D893,D12,D420,D812,D219,D505,D150,D666,D557,D883,Key_3_15
k830,0.0625,0.0,0.0,0.0,0.0,0.0,0.117647059,0.0,0.0,0.0,2134
k1487,0.0,0.0,0.0,0.0,0.0,0.0,0.235294118,0.0,0.0,0.0,2129
k1229,0.0,0.1875,0.0,0.0,0.0,0.0635,0.0,0.0,0.0,0.0,824
k2409,0.0,0.0,0.0,0.0,0.6351625,0.0635,0.0588,0.0,0.0,0.0,2474
k2029,0.0,0.0625,0.05,0.0,0.0,0.0952,0.117647059,0.0,0.0,0.0,1252
k3179,0.0,0.125,0.0,0.0,0.0,0.0159,0.0588,0.0,0.0,0.0,1215
k3338,0.125,0.0625,0.0,0.0,0.0,0.0794,0.0588,0.0,0.0,0.0,3020
k3364,0.0,0.0,0.0,0.0,0.0,0.0,0.294117647,0.0,0.0,0.0,774
k234,0.0,0.125,0.0,0.0,0.6110375,0.0794,0.235294118,0.0,0.0,0.0,701
k447,0.0,0.0625,0.0,0.0,0.0,0.0317,0.0,0.0,0.0,0.0,299
k566,0.0,0.125,0.0,0.0,0.0,0.0,0.117647059,0.0,0.0,0.0,3262
k1377,0.0,0.125,0.0,0.166666667,0.6536,0.126984127,0.294117647,0.0,0.0909,0.0,1454
k1858,0.0,0.125,0.0,0.0,0.0,0.142857143,0.0588,0.0,0.0,0.0,3251
k896,0.0,0.1875,0.0,0.0833,0.0,0.0952,0.0588,0.0,0.0,0.0,1677
k1978,0.0,0.0,0.0,0.0,0.0,0.0794,0.235294118,0.0,0.0,0.0,1313
k421,0.0625,0.0,0.25,0.0,0.0,0.0952,0.176470588,0.0556,0.0,0.0,1150
k1998,0.0,0.0625,0.0,0.0,0.0,0.0952,0.235294118,0.0,0.0,0.0,2590
k442,0.0,0.0,0.0,0.0,0.0,0.0159,0.352941176,0.0,0.0,0.0,1483
k1606,0.0,0.0625,0.0,0.0,0.6173125,0.126984127,0.235294118,0.0,0.0,0.0,1999
k1105,0.0,0.125,0.0,0.0833,0.0,0.111111111,0.294117647,0.0,0.0,0.0,1586
k2920,0.0,0.0,0.0,0.0,0.0,0.0794,0.176470588,0.0,0.0,0.0,1152
k1297,0.0,0.0625,0.0,0.166666667,0.0,0.111111111,0.0588,0.0,0.0,0.0,1060
k1839,0.0,0.0,0.0,0.0,0.0,0.0,0.117647059,0.0,0.0,0.0,1787
