Key_2_9,D138,D913,D474,D526,D222,D84,D889,D135,D451,D210,Key_3_29
k1864,0.0,0.0,0.0,0.0,1.0,0.0711,0.0385,0.0,0.0,0.927678014,2820
k1706,0.0,0.0,0.0,0.0,1.0,0.0651,0.0,0.0,0.0,0.927678014,2989
k59,0.0,0.0,0.0,0.0,1.0,0.0277,0.0,0.153846154,0.0,0.927678014,3159
k1252,0.0,0.0,0.0455,0.0,1.0,0.039,0.0,0.0,0.0,0.927678014,1589
k1910,0.0,0.0,0.0455,0.0,1.0,0.0698,0.0,0.0769,0.0,0.927678014,994
k147,0.0,0.0,0.0,0.0,1.0,0.0125,0.0,0.0,0.0,0.927678014,905
k2813,0.0,0.0,0.0,0.0,1.0,0.0445,0.0,0.0769,0.0,0.927678014,3271
k2455,0.0,0.0,0.0,0.0,1.0,0.0828,0.0,0.0769,0.0,0.927678014,3
k3150,0.0,0.0,0.0,0.0,1.0,0.049,0.0,0.153846154,0.0,0.927678014,1776
k1843,0.0,0.0,0.0,0.0,1.0,0.0685,0.0,0.0769,0.0,0.927678014,1969
k2657,0.0,0.0,0.0,0.0,1.0,0.100985775,0.0,0.153846154,0.0,0.927678014,1664
k240,0.0,0.0,0.0,0.0,1.0,0.162730021,0.0,0.0,0.0,0.877370184,1993
k1074,0.0,0.0,0.0,0.0,1.0,0.0946,0.0,0.230769231,0.0667,0.453907538,1431
k1557,0.0,0.0,0.0,0.0,1.0,0.0231,0.0,0.0769,0.0,0.927678014,2010
k1015,0.0,0.0,0.0,0.0,1.0,0.0214,0.0,0.0,0.0,0.927678014,2061
k2153,0.0,0.0,0.0,0.0,1.0,0.0713,0.0,0.0,0.0,0.927678014,2798
k359,0.0,0.0,0.0455,0.0,1.0,0.0652,0.0,0.0769,0.0,0.927678014,1642
k1769,0.0,0.0,0.0,0.0,1.0,0.1658796,0.0,0.230769231,0.0,0.92583411,3122
k2841,0.0,0.0,0.0,0.0,1.0,0.0417,0.0,0.0,0.0,0.927678014,2067
k1924,0.0,0.0,0.0909,0.0,1.0,0.0577,0.0,0.0769,0.0,0.927678014,3065
k567,0.0,0.0,0.0455,0.0,1.0,0.0419,0.0,0.0,0.0,0.927678014,896
k258,0.0,0.0,0.0909,0.0,1.0,0.0372,0.0,0.0769,0.0,0.927678014,3174
k333,0.0,0.0,0.0,0.0,1.0,0.00886,0.0,0.0,0.0,0.927678014,1823
k1938,0.0,0.00333,0.0909,0.0,1.0,0.0336,0.0,0.0,0.0,0.927678014,1134
k793,0.0,0.0,0.0,0.0,1.0,0.0615,0.0,0.0,0.0,0.93207265,1974
k999,0.0,0.0,0.0,0.0,1.0,0.146072925,0.153846154,0.0,0.0,0.927678014,3095
k2984,0.0,0.0,0.0,0.0,1.0,0.0296,0.0,0.153846154,0.0,0.927678014,1432
k429,0.0,0.0,0.0909,0.0,1.0,0.0563,0.0,0.0769,0.0,0.927678014,2455
k1773,0.0,0.0,0.0,0.0,1.0,0.0589,0.0,0.0,0.0,0.927678014,1404
k321,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0769,0.0,0.927678014,2709
k1578,0.0,0.0,0.181818182,0.0,1.0,0.0574,0.0,0.153846154,0.0,0.927678014,2206
k2652,0.0,0.0,0.0,0.0,1.0,0.218802814,0.0,0.0769,0.0,0.828127721,2229
k1061,0.0,0.0,0.0,0.0,1.0,0.0157,0.0,0.0,0.0,0.927678014,2791
k1380,0.0,0.0,0.0,0.0,1.0,0.0728,0.0,0.0,0.0,0.927678014,1179
k2693,0.0,0.0,0.0,0.0,1.0,0.0635,0.0,0.0,0.0,0.927678014,908
k142,0.0,0.0,0.0,0.0,1.0,0.0685,0.0,0.0,0.0,0.927678014,2538
k113,0.0,0.0,0.181818182,0.0,1.0,0.0755,0.0,0.0769,0.0,0.927678014,2081
k1327,0.0,0.0,0.0,0.0,1.0,0.0334,0.0,0.0,0.0,0.927678014,1498
