Key_1_3,D246,D520,D218,D441,D475,D104,D566,D756,D470,D340,Key_2_11
k2451,0.0,0.0,0.0,0.0,0.0,0.425414932,0.0,0.0,0.0,0.0,k1150
k876,0.0,0.0,0.0,0.0,0.0,0.427833018,0.0,0.0,0.0,0.0,k3063
k2595,0.0,0.0,0.677216666,0.08,0.0833,0.823320163,0.0,0.0,0.0,0.0,k702
k2735,0.0,0.0,0.0,0.0,0.0,0.510220155,0.0,0.0,0.0833,0.0,k479
k3170,0.0,0.0,0.747199808,0.0,0.0,0.609559819,0.0,0.0,0.125,0.0833,k2511
k729,0.0,0.0,0.0,0.04,0.0,0.36373692,0.0,0.0,0.0,0.0,k2558
k1441,0.0,0.0,0.70850019,0.04,0.0833,0.487049738,0.0,0.0,0.0417,0.0,k1649
k291,0.0,0.0,0.0,0.0,0.0,0.487839203,0.0,0.0,0.0,0.0,k480
k1462,0.0,0.0,0.733227167,0.04,0.0,0.451263917,0.0,0.0,0.0417,0.0,k1330
k3139,0.0,0.0,0.732520872,0.04,0.0,0.453955754,0.0,0.0,0.0,0.0,k487
k2338,0.0,0.0,0.0,0.0,0.0,0.187939445,0.0,0.0,0.0,0.0,k359
k2885,0.0,0.0,0.779716016,0.12,0.0,0.809290635,0.0,0.0,0.0,0.0,k832
k1261,0.0,0.0,0.794101773,0.12,0.0,0.831875589,0.0,0.0,0.0,0.0,k601
k1573,0.0,0.0,0.682007476,0.04,0.0417,0.541243566,0.0,0.0,0.0833,0.0,k3273
k1899,0.0,0.0,0.0,0.0,0.0,0.797297114,0.0,0.0,0.0,0.0,k611
k1019,0.0,0.0,0.0,0.0,0.0,0.603859185,0.0,0.0,0.0,0.0,k304
k1760,0.0,0.0,0.0,0.0,0.0,0.416438232,0.0,0.0,0.0,0.0,k2875
k1248,0.0,0.0,0.0,0.0,0.0,0.800352204,0.0,0.0,0.0,0.0,k1445
k3288,0.0,0.0,0.808027772,0.0,0.0,0.839252989,0.0,0.0,0.0,0.0,k3201
k567,0.0,0.0,0.701363948,0.0,0.0417,0.442297092,0.0,0.0,0.0,0.0,k356
k2321,0.0,0.0,0.0,0.0,0.0,0.519012298,0.0,0.0,0.0833,0.0,k505
k3082,0.0,0.0,0.68602536,0.04,0.0,0.513345613,0.0,0.0,0.0833,0.0,k3272
k1415,0.0,0.0,0.0,0.0,0.0,0.512859526,0.0,0.0,0.0,0.0,k342
k2227,0.0,0.0,0.0,0.0,0.0,0.750417726,0.0,0.0,0.0,0.166666667,k3399
k1457,0.0,0.0,0.0,0.0,0.0,0.362742835,0.0,0.0,0.0,0.0,k393
k1357,0.0,0.0,0.0,0.0,0.0,0.469425023,0.0,0.0,0.0,0.166666667,k1288
k2787,0.0,0.0,0.680628202,0.08,0.0,0.826757333,0.0,0.0,0.0,0.0,k105
k123,0.0,0.0,0.717781968,0.08,0.125,0.59355138,0.0,0.0,0.0,0.166666667,k343
k987,0.0,0.0,0.814264487,0.0,0.0,0.858139058,0.0,0.0,0.0,0.0,k1775
k3254,0.0,0.0,0.0,0.0,0.0,0.150455254,0.0,0.0,0.0,0.0,k314
k1427,0.0,0.0,0.733893483,0.08,0.0,0.525715658,0.0,0.0,0.0,0.0,k2779
k1107,0.0,0.0,0.73489962,0.0,0.0,0.793304726,0.0,0.0,0.0,0.0,k2595
k831,0.0,0.0,0.0,0.0,0.0,0.811550705,0.0,0.0,0.0417,0.0,k844
k3379,0.0,0.0,0.837978665,0.0,0.0,0.538311617,0.0,0.0,0.0,0.0,k1377
k585,0.0,0.0,0.820188034,0.0,0.0,0.528383731,0.0,0.0,0.0,0.0,k2567
k3004,0.0,0.0,0.0,0.0,0.0,0.395590226,0.0,0.0,0.0,0.0,k2046
k1618,0.0,0.0,0.812465435,0.0,0.0,0.576664282,0.0,0.0,0.0417,0.0,k755
k1901,0.0,0.0,0.0,0.0,0.0,0.38850849,0.0,0.0,0.0,0.0,k710
k733,0.0,0.0,0.717775305,0.0,0.0,0.830474426,0.0,0.0,0.0417,0.0,k826
k2744,0.0,0.0,0.0,0.0,0.0,0.811202266,0.0,0.0,0.0,0.0,k1825
k2558,0.0,0.0,0.722439515,0.24,0.666666667,0.80117531,0.0,0.0,0.0,0.0,k2345
k1719,0.0,0.0,0.0,0.0,0.0,0.156670677,0.0,0.0,0.0,0.0,k2388
k3169,0.0,0.0,0.741123009,0.04,0.0,0.811416143,0.0,0.0,0.0,0.0,k2222
k1996,0.0,0.0,0.671726224,0.08,0.0,0.459754531,0.0,0.0,0.0,0.0,k1907
k2331,0.0,0.0,0.672659066,0.28,0.0,0.886793763,0.0,0.0,0.0417,0.0,k370
k450,0.0,0.0,0.70269658,0.04,0.0,0.638675611,0.0,0.0,0.0417,0.0,k938
k1497,0.0,0.0,0.0,0.0,0.0,0.501409187,0.0,0.0,0.0417,0.0,k1685
k1469,0.0,0.0,0.0,0.0,0.0,0.432016755,0.0,0.0,0.0,0.0,k251
k2655,0.0,0.0,0.732054451,0.08,0.0833,0.566055566,0.0,0.0,0.0833,0.0,k2243
k1627,0.0,0.0,0.0,0.08,0.0,0.503013426,0.0,0.0,0.0417,0.0,k1200
k2635,0.0,0.0,0.0,0.0,0.0,0.318610837,0.0,0.0,0.0,0.0,k3336
k1527,0.0,0.0952,0.793195584,0.48,0.5,0.944862084,0.0,0.153846154,0.0,1.0,k1109
k1422,0.0,0.0,0.607086934,0.24,0.0,0.257521991,0.0,0.0,0.0,0.0,k3394
k2070,0.0,0.0,0.0,0.0,0.0,0.42284778,0.0,0.0,0.0,0.0,k2830
k3182,0.0,0.0,0.767682354,0.04,0.0,0.485322048,0.0,0.0,0.0,0.0,k377
k965,0.0,0.0,0.0,0.0,0.0,0.470397196,0.0,0.0,0.0,0.0,k1222
k3,0.0,0.0,0.0,0.04,0.0,0.402560856,0.0,0.0,0.0833,0.0,k2751
k106,0.0,0.0,0.693201581,0.04,0.0,0.843695354,0.0,0.0,0.125,0.0,k566
k368,0.0,0.0,0.0,0.0,0.0,0.204893515,0.0,0.0,0.0,0.0,k994
k2973,0.0,0.0,0.0,0.0,0.0,0.809742772,0.0,0.0,0.0,0.0,k830
k2604,0.0,0.0,0.686105318,0.08,0.0,0.841475097,0.0,0.0,0.0,0.0,k1097
k1308,0.0,0.0,0.690176507,0.04,0.0,0.432933992,0.0,0.0,0.0,0.0,k1352
k1825,0.0,0.0,0.0,0.0,0.0,0.789022538,0.0,0.0,0.0,0.0,k399
k3348,0.0,0.0,0.740623272,0.0,0.0,0.44876065,0.0,0.0,0.0,0.0,k2171
k1911,0.0,0.0,0.724638357,0.08,0.0,0.430037226,0.0,0.0,0.0417,0.0,k1812
k2287,0.0,0.0,0.831748612,0.0,0.0,0.450330323,0.0,0.0,0.0,0.0,k3366
k1006,0.0,0.0,0.0,0.0,0.0,0.835711504,0.0,0.0,0.0,0.0,k840
k33,0.0,0.0,0.755875239,0.04,0.0,0.411877046,0.0,0.0,0.0,0.0,k555
k3081,0.29989968,0.0,0.0,0.0,0.0,0.871999151,0.0,0.0,0.125,0.0,k2686
k479,0.0,0.0,0.0,0.0,0.0,0.494643793,0.0,0.0,0.0417,0.0,k1380
k1460,0.0,0.0,0.0,0.0,0.0,0.795946566,0.0,0.0,0.0,0.0,k1230
k838,0.0,0.0,0.702776538,0.0,0.0,0.40185688,0.0,0.0,0.0,0.0,k3014
k2177,0.0,0.0,0.659539309,0.04,0.0,0.471023707,0.0,0.0,0.0417,0.0,k108
k2236,0.0,0.0,0.0,0.0,0.0,0.77251289,0.0,0.0,0.0,0.0,k1959
k2982,0.0,0.0,0.0,0.0,0.0,0.454066242,0.0,0.0,0.0,0.0,k3291
k2519,0.0,0.0,0.765676744,0.04,0.0,0.852548604,0.0,0.0,0.0,0.0,k1548
k3016,0.0,0.0,0.0,0.0,0.0,0.401312464,0.0,0.0,0.0,0.0,k2679
k544,0.0,0.0,0.781874879,0.12,0.0,0.544965289,0.0,0.0,0.0,0.0,k3110
k150,0.0,0.0,0.713697453,0.08,0.0,0.629743044,0.0,0.0,0.0,0.0,k2389
k2425,0.0,0.0,0.0,0.0,0.0,0.45027693,0.0,0.0,0.0,0.0,k429
k1669,0.0,0.0,0.704802138,0.0,0.0,0.819184881,0.0,0.0,0.0,0.0,k1462
k1723,0.0,0.142857143,0.875045809,0.08,0.0,0.92470787,0.0,0.153846154,0.0,0.166666667,k1952
k3316,0.0,0.0,0.0,0.0,0.0,0.501697444,0.0,0.0,0.0833,0.0,k2753
k3083,0.0,0.0,0.0,0.0,0.0,0.493933953,0.0,0.0,0.0,0.0,k1152
k905,0.0,0.0,0.674358171,0.04,0.0417,0.518953967,0.0,0.0,0.0833,0.0,k858
k856,0.0,0.0,0.674298203,0.08,0.0,0.492408722,0.0,0.0,0.0,0.0,k3017
k3015,0.0,0.0,0.722659399,0.08,0.0833,0.55344325,0.0,0.0,0.0833,0.0,k815
k1839,0.0,0.0,0.713031137,0.08,0.0833,0.770007154,0.0,0.0769,0.0,0.166666667,k1400
k145,0.0,0.0,0.730028851,0.0,0.0,0.83970204,0.0,0.0,0.0417,0.0,k3432
k2450,0.0,0.0,0.664803204,0.0,0.0,0.389426344,0.0,0.0,0.0,0.0,k808
k972,0.0,0.0,0.0,0.0,0.0,0.81359381,0.0,0.0,0.0,0.0,k1977
k2066,0.0,0.0,0.647492321,0.0,0.0,0.749644308,0.0,0.0,0.0417,0.0,k2245
k756,0.0,0.0,0.0,0.0,0.0,0.478556037,0.0,0.0,0.0,0.0,k35
k2286,0.0,0.0,0.0,0.0,0.0,0.434139485,0.0,0.0,0.0,0.0,k426
k399,0.0,0.0,0.704409011,0.0,0.0,0.81387003,0.0,0.0,0.0833,0.0,k3357
