Key_1_2,D743,D423,D447,D817,D765,D248,D547,D550,D551,D665,Key_2_9
k1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k1864
k2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k1706
k452,0.0,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k59
k2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k1252
k341,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k1910
k2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k147
k2968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k2813
k1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k2455
k4,0.0,0.0,0.0,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,k3150
k2717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k1843
k658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k2657
k1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k240
k39,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k1074
k2242,0.0,0.0,0.0667,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,k1557
k2442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k1015
k123,0.0,0.157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,k2153
k2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k359
k1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k1769
k581,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k2841
k3325,0.0,0.0,0.0,0.0,0.0,0.410748065,0.0,0.0,0.0,0.0,k1924
k75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k567
k1573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k258
k3111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k333
k3050,0.0455,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,k1938
k2412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,k793
