Key_0_0,D139,D184,D203,D865,D770,D585,D815,D767,D107,D188,Key_1_1
k2639,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.754351798,0.0,k2240
k2931,0.166666667,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.787131088,0.0,k709
k3004,0.119047619,0.0,0.390606719,0.0,0.0,0.0,0.0,0.0,0.571434419,0.0,k1956
k967,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.727028355,0.0,k427
k940,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.678171261,0.0,k1786
k1783,0.19047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.728947931,0.0,k1056
k1859,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.568308644,0.0,k191
k226,0.0714,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.724638056,0.0,k2471
k1964,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.647148562,0.0,k2775
k644,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.587828925,0.0,k3324
k2688,0.0,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.751355969,0.949766902,k208
k1941,0.0476,0.0,0.0836,0.0,0.0,0.0,0.0,0.230769231,0.609780669,0.0,k1131
k2029,0.0,0.0,0.512351663,0.882352941,0.0303,0.111111111,0.0625,0.0,0.336523006,0.0,k1750
k601,0.119047619,0.0,0.499715862,0.0,0.0,0.0,0.0,0.0,0.563845583,0.0,k2429
k393,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.709612886,0.0,k1827
k579,0.261904762,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.700566691,0.0,k1930
k1423,0.214285714,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.753318379,0.0,k1342
k2886,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.686403753,0.0,k2330
k182,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.65459682,0.0,k1781
k1020,0.238095238,0.0,0.353133879,0.0,0.0,0.0,0.0,0.0,0.735891213,0.0,k3253
k2813,0.0714,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.730586653,0.0,k49
k3235,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.566777312,0.0,k2726
k2207,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.758971843,0.0,k84
k2427,0.333333333,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.69550258,0.0,k1441
k402,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.691030405,0.0,k515
k1241,0.166666667,0.0,0.710045128,0.0,0.0,0.0,0.0,0.0,0.649246235,0.0,k365
k1953,0.0238,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.53882791,0.0,k2608
k2194,0.0476,0.0,0.0836,0.0,0.0,0.111111111,0.0,0.0,0.569661498,0.0,k1196
k3304,0.0476,0.0,0.0836,0.0,0.0,0.0,0.0,0.153846154,0.635180739,0.0,k1824
k3428,0.0,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.754225117,0.0,k2932
k1445,0.0476,0.0,0.0836,0.0,0.0,0.0,0.0,0.307692308,0.557075689,0.0,k1616
k1558,0.0952,0.0,0.305966906,0.0,0.0,0.0,0.0,0.0,0.613964699,0.0,k2182
k3242,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.6983614,0.0,k2036
k1250,0.0,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.655366625,0.0,k774
k3346,0.0476,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.675211431,0.0,k1941
k115,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.788085522,0.0,k1735
k407,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.67593468,0.0,k236
k1064,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.768859082,0.0,k347
k1347,0.0476,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.658538121,0.0,k1911
k1242,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.694622499,0.0,k634
k3118,0.0476,0.0,0.0836,0.0,0.484848485,0.0,1.0,0.0,0.498253357,0.0,k2761
k251,0.0,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.734359198,0.0,k1555
k1492,0.0476,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.579657495,0.0,k1970
k2112,0.0476,0.0,0.0836,0.0,0.0,0.0,0.0,0.307692308,0.565969002,0.0,k1964
k1726,0.214285714,0.0,0.0836,0.0,0.0,0.222222222,0.0,0.0,0.350348584,0.0,k2633
k2197,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.572660518,0.0,k192
k2384,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.737604439,0.0,k2420
k338,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.777911049,0.0,k2655
k2344,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0769,0.567470486,0.0,k3023
k2240,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0769,0.700462642,0.0,k1127
k3013,0.0,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.665854002,0.0,k1670
k3369,0.142857143,0.0,0.0836,0.0,0.0,0.666666667,0.0,0.0,0.300646269,0.0,k3232
k3148,0.0,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.333700413,0.0,k2300
k1399,0.238095238,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.711783772,0.0,k2524
k2358,0.119047619,0.0,0.655189704,0.0,0.0,0.0,0.0,0.0,0.585309515,0.0,k2156
k3218,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.745491143,0.0,k2569
k2095,0.19047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.669304454,0.0,k2329
k3144,0.0476,0.0,0.0836,0.0,0.0,0.0,0.0,0.0769,0.586881707,0.0,k85
k531,0.0714,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.729612473,0.0,k1254
k1626,0.119047619,0.0,0.639712519,0.0,0.0,0.0,0.0,0.0,0.622491261,0.0,k534
k2179,0.0238,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.555438031,0.0,k2896
k1298,0.0952,0.0,0.743439746,0.0,0.0,0.0,0.0,0.0,0.584733984,0.0,k167
k3249,0.166666667,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.689747954,0.0,k3091
k2266,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.726452065,0.0,k804
k684,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.641002047,0.0,k785
k2703,0.166666667,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.627083661,0.0,k1126
k1309,0.119047619,0.0,0.803743941,0.0,0.0,0.0,0.0,0.0,0.634104181,0.0,k817
k3246,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.651186545,0.0,k2422
k2310,0.19047619,0.0,0.613738927,0.0,0.0,0.0,0.0,0.0,0.680134962,0.0,k1814
k2818,0.0714,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.741215596,0.0,k2839
k1476,0.238095238,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.693972844,0.0,k1620
k263,0.0476,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.648081275,0.0,k1326
k2662,0.0952,0.0,0.215711182,0.0,0.0,0.0,0.0,0.0,0.560711909,0.0,k3276
k1654,0.0238,0.0,0.607822163,0.0,0.0,0.0,0.0,0.0,0.632480421,0.0,k2987
k2692,0.142857143,0.0,0.0836,0.117647059,0.0,0.0,0.0,0.0,0.673788856,0.0,k2580
k1559,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.569419681,0.0,k2767
k441,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.715312526,0.0,k2863
k2056,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.230769231,0.56062343,0.0,k1498
k985,0.142857143,0.0,0.0836,0.0,0.121212121,0.0,0.25,0.0,0.571259436,0.0,k608
k1999,0.142857143,0.0,0.571820157,0.0,0.0,0.0,0.0,0.0,0.691505078,0.0,k582
k2331,0.0714,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.646302126,0.0,k3058
k3202,0.119047619,0.0,0.0836,0.0,0.121212121,0.0,0.0625,0.384615385,0.555331324,0.0,k2220
k3126,0.0714,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.730400049,0.0,k1816
k1506,0.166666667,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.750999698,0.0,k2926
k272,0.0952,0.0,0.43352833,0.0,0.0,0.0,0.0,0.0,0.562162356,0.0,k3311
k1175,0.0714,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.56000871,0.0,k762
k1273,0.0714,0.0,0.0836,0.0,0.0,0.0,0.0,0.0769,0.569348139,0.0,k2731
k1024,0.166666667,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.546855496,0.0,k1186
k1992,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.657552321,0.0,k344
k217,0.0714,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.727678619,0.0,k1634
k1056,0.166666667,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.711832986,0.0,k1990
k3253,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.661941789,0.0,k812
k3187,0.261904762,0.0,0.768711349,0.0,0.0,0.0,0.0,0.0,0.747089612,0.0,k547
k90,0.142857143,0.0,0.814006351,0.0,0.0,0.0,0.0,0.0,0.708485596,0.0,k1939
k1940,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.637791893,0.0,k1133
k2877,0.0,0.0,0.346648838,0.0,0.0,0.0,0.0,0.0,0.597941805,0.0,k1062
k2046,0.19047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.719543187,0.0,k1137
k589,0.285714286,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.767681438,0.0,k2737
k1863,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.662118823,0.0,k1793
k141,0.0238,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.663597826,0.0,k2080
k1434,0.0952,0.0,0.775864951,0.0,0.0,0.0,0.0,0.0,0.62014372,0.0,k1024
k2377,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.585255137,0.0,k606
k2777,0.238095238,0.0,0.295503928,0.0,0.0,0.0,0.0,0.0769,0.735920757,0.0,k2483
k2403,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.669549233,0.0,k2124
k311,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.709353677,0.0,k2058
k2228,0.19047619,0.0,0.727962561,0.0,0.0,0.0,0.0,0.0,0.581225281,0.0,k266
k2656,0.0952,0.0,0.485040949,0.0,0.0,0.111111111,0.0,0.0,0.658286279,0.0,k3298
k265,0.214285714,0.0,0.0836,0.0588,0.0,0.222222222,0.0,0.0,0.64225298,0.0,k1371
k1621,0.166666667,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.567865945,0.0,k81
k494,0.333333333,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.7699225,0.0,k1615
k1645,0.0476,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.653875849,0.0,k96
k1356,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.729085017,0.0,k1001
k259,0.0476,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.620803477,0.0,k707
k2043,0.0952,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.741785203,0.0,k3403
k3199,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.770100521,0.0,k40
k667,0.0238,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.700077284,0.0,k1043
k898,0.119047619,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.62317684,0.0,k2075
k788,0.0,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.686556712,0.0,k3425
k1507,0.0952,0.0,0.356342972,0.0,0.0,0.0,0.0,0.0,0.709789692,0.0,k973
k2062,0.0,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.69761605,0.0,k2821
k241,0.0238,0.0,0.648838375,0.0,0.0,0.111111111,0.0,0.0,0.624288181,0.0,k1100
k2396,0.142857143,0.0,0.0836,0.0,0.0,0.0,0.0,0.0,0.661598506,0.0,k1379
k1650,0.0714,0.0,0.0836,0.0588,0.0,0.0,0.0,0.0,0.660373547,0.0,k193
