Key_2_8,D172,D207,D63,D586,D592,D76,D661,D929,D183,D444,Key_3_25
k1000,0.118016682,0.705213061,0.0,0.0,0.0,0.0,0.181818182,0.0,0.976739687,0.0,2820
k2294,0.0,0.705213061,0.0,0.0,0.0,0.0,0.227272727,0.0,0.976739687,0.0,2999
k3139,0.0,0.532589511,0.0,0.0,0.0,0.0638,0.0,0.0,0.976739687,0.0,1975
k404,0.0,0.705213061,0.0671,0.0,0.0,0.061,0.0,0.0,0.976739687,0.0,2758
k1767,0.0,0.685293747,0.0801,0.0,0.0,0.072,0.0909,0.0,0.976739687,0.0,688
k522,0.0,0.705213061,0.0377,0.0,0.0,0.0727,0.0,0.0,0.976739687,0.0,1997
k3410,0.212858262,0.705213061,0.0,0.0,0.0,0.0,0.0,0.0,0.976739687,0.0,2247
k210,0.0,0.705213061,0.0,0.0,0.0,0.0417,0.0909,0.0,0.976739687,0.0,1410
k2675,0.0,0.620918432,0.0,0.0,0.0,0.0638,0.0,0.0,0.976739687,0.0263,147
k1588,0.0,0.705213061,0.0,0.0,0.0,0.0,0.0,0.0,0.976739687,0.0,1957
k2511,0.0,0.837146999,0.0141,0.0,0.0,0.147637393,0.0,0.0,0.976739687,0.0,2738
k643,0.0,0.654942007,0.114722853,0.0,0.0,0.101620224,0.0,0.0,0.970489679,0.0,303
k1361,0.0,0.661608043,0.216136182,0.0,0.0,0.0957,0.0,0.0,0.917880673,0.0,1170
k1244,0.0,0.661734115,0.0,0.0,0.0,0.0453,0.0,0.0,0.976739687,0.0263,3324
k2717,0.0,0.705213061,0.0953,0.0,0.0,0.0453,0.0,0.0,0.976739687,0.0,1363
k39,0.095,0.705213061,0.045,0.0,0.0,0.0401,0.318181818,0.0,0.976739687,0.0,1780
k2316,0.0,0.705213061,0.0753,0.0,0.0,0.0443,0.181818182,0.0,0.976739687,0.0,1627
k2687,0.0,0.705213061,0.0,0.0,0.0,0.0655,0.136363636,0.0,0.976510609,0.0,3292
k1469,0.0,0.636377963,0.139578615,0.0,0.0,0.101620224,0.0909,0.0,0.976739687,0.0,1379
k1640,0.0,0.705213061,0.0753,0.0,0.0,0.0762,0.181818182,0.0,0.976739687,0.0,3197
k1792,0.0,0.705213061,0.0801,0.0,0.0,0.0685,0.0455,0.0,0.976739687,0.0,227
k3121,0.0,0.705213061,0.0379,0.0,0.0,0.0551,0.0,0.0,0.976739687,0.0,2849
k2322,0.0,0.705213061,0.0,0.0,0.0,0.0727,0.0,0.0,0.976739687,0.0,283
k820,0.0,0.705213061,0.19002758,0.0,0.0,0.134870448,0.181818182,0.0,0.976739687,0.0,741
k2115,0.0,0.705213061,0.0,0.0,0.0,0.00589,0.0,0.0,0.977285656,0.0,3248
k1895,0.0,0.777846067,0.140365811,0.0,0.0,0.0835,0.409090909,0.0,0.976739687,0.0,2937
k599,0.0,0.705213061,0.0574,0.0,0.0,0.0319,0.0,0.0,0.976739687,0.157894737,463
k2631,0.0,0.602937468,0.0702,0.0714,0.0,0.0926,0.0455,0.0,0.976739687,0.0,3244
k2415,0.0,0.705213061,0.254301458,0.0,0.0,0.159552008,0.0,0.0,0.976739687,0.0526,3090
k1538,0.0682,0.705213061,0.0,0.0,0.0,0.0,0.0,0.0,0.976739687,0.0,2902
k1708,0.0,0.705213061,0.0,0.0,0.0,0.0835,0.0,0.0,0.976739687,0.0,2629
k2997,0.0,0.755484115,0.0574,0.0,0.0,0.0957,0.0,0.0,0.965138166,0.0526,2267
k884,0.0,0.727181039,0.0438,0.0,0.0,0.107238764,0.0,0.0,0.976739687,0.0,1551
k2380,0.0,0.637969617,0.0,0.0,0.0,0.230747399,0.0,0.0,0.976739687,0.0263,2997
k171,0.0,0.679147756,0.0,0.0,0.0,0.105552454,0.0455,0.0,0.976739687,0.0263,2027
k745,0.0,0.705213061,0.0,0.0,0.0,0.0,0.0,0.0,0.976739687,0.0,2695
k3257,0.0,0.680660615,0.0829,0.0,0.0,0.072,0.0455,0.0,0.976739687,0.0263,1228
k1516,0.0,0.705213061,0.0379,0.0,0.0,0.0134,0.0,0.0,0.976739687,0.0,157
k2393,0.0,0.644556858,0.0,0.0,0.0,0.0718,0.0,0.0,0.976739687,0.0,2788
k1570,0.0,0.705213061,0.0574,0.0,0.0,0.100373735,0.0,0.0,0.976739687,0.0,292
k102,0.0,0.705213061,0.0,0.0,0.0,0.0134,0.0909,0.0,0.976739687,0.0,744
k723,0.138196932,0.705213061,0.0,0.0,0.0,0.0,0.0,0.0,0.976739687,0.0,776
k2367,0.0,0.705213061,0.0574,0.0,0.0,0.0319,0.0,0.0,0.976739687,0.0,1525
k3141,0.0,0.705213061,0.0,0.0,0.0,0.0,0.0,0.0,0.976739687,0.0,2906
