Key_2_7,D588,D472,D17,D33,D456,D527,D168,D928,D476,D512,Key_3_24
k2082,0.0,0.0,0.710584077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3041
k2784,0.0,0.0,0.66827321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3242
k738,0.0,0.0,0.519680477,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,3169
k1670,0.0,0.0769,0.562967142,0.100295102,0.0,0.0,0.0714,0.0,0.0,0.0714,2961
k1494,0.0,0.307692308,0.628414327,0.039,0.0,0.0,0.0,0.0,0.037,0.142857143,2207
k411,0.0,0.0,0.51801995,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,1592
k2736,0.0,0.0,0.611082691,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,1996
k148,0.0,0.0,0.672861072,0.100295102,0.0,0.0,0.0,0.0,0.0,0.0,3083
k2483,0.0,0.0,0.598133272,0.0,0.0,0.0,0.0714,0.0476,0.0,0.142857143,1700
k1039,0.0,0.0,0.685305824,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,285
k3194,0.0,0.0,0.477543355,0.365205716,0.0,0.0,0.0,0.0,0.0,0.0,3369
k3324,0.0417,0.0,0.766356066,0.0,0.0,0.0,0.142857143,0.0,0.0,0.0714,1709
k1887,0.0,0.0,0.693605559,0.0571,0.0345,0.0,0.0,0.0,0.0,0.0714,1861
k415,0.0,0.0,0.506299496,0.0,0.0,0.0,0.0,0.0159,0.0741,0.142857143,2582
k2765,0.0,0.0769,0.535170375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305
k201,0.0,0.0769,0.71144528,0.100295102,0.0,0.0,0.0,0.0,0.037,0.0,340
k2132,0.0,0.0,0.589454778,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,267
k2802,0.0,0.0,0.660023177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783
k1534,0.0,0.0,0.581727071,0.0,0.0,0.0,0.0714,0.0,0.0,0.0714,2064
k2092,0.0,0.0,0.581550368,0.0248,0.0,0.0,0.0,0.0317,0.0,0.214285714,1331
k2376,0.0,0.153846154,0.608073063,0.100295102,0.0,0.0,0.0,0.0,0.0,0.0714,2535
k2069,0.0,0.0,0.51724015,0.139274741,0.0,0.0,0.0,0.0,0.0741,0.142857143,1613
k188,0.0,0.0,0.477398093,0.150442646,0.0,0.0,0.0,0.0,0.0,0.0,1238
k2750,0.0,0.0,0.596221531,0.100295102,0.0,0.0,0.0,0.0,0.0741,0.142857143,1167
k1619,0.0,0.0,0.546788897,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,3114
k1358,0.0,0.0,0.711206556,0.0,0.0,0.0,0.0,0.0,0.0741,0.0,269
k1435,0.0,0.384615385,0.51422455,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,2394
k729,0.0,0.153846154,0.587875768,0.0,0.0,0.0,0.0714,0.0159,0.0741,0.142857143,832
k297,0.0,0.0,0.61487077,0.0984,0.0,0.0,0.0,0.0,0.0,0.0714,720
k496,0.0,0.0,0.313545142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198
k1736,0.0,0.0,0.611901311,0.200590197,0.0,0.0,0.0,0.0,0.148148148,0.142857143,2717
k812,0.0,0.0,0.729000478,0.0496,0.0,0.0,0.0,0.0,0.0,0.142857143,302
k838,0.0,0.0,0.476836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,943
k2005,0.0,0.307692308,0.623251334,0.4011804,0.0,0.0,0.0,0.0,0.0,0.142857143,2347
k1806,0.0,0.0769,0.60692619,0.100295102,0.0,0.0,0.0,0.0,0.0,0.142857143,1291
k2412,0.0,0.0,0.640631151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157
k897,0.0,0.0,0.608545916,0.039,0.0,0.0,0.0,0.0,0.0,0.0714,3240
k3265,0.0,0.0,0.546309124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610
k3347,0.0,0.0,0.537864472,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,715
k679,0.0,0.0769,0.61934978,0.200590197,0.0,0.0,0.0,0.0,0.0,0.0,2255
k643,0.0,0.615384615,0.6393501,0.0501,0.0,0.0,0.0,0.0317,0.0,0.428571429,3215
k2934,0.0,0.0,0.428988548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3268
k1839,0.0,0.0,0.664880487,0.0,0.0,0.0,0.0,0.0,0.037,0.0714,1031
k3193,0.0,0.0,0.49555883,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,182
k1503,0.0,0.230769231,0.528772618,0.0501,0.0,0.0,0.0714,0.0317,0.0,0.142857143,3055
k3297,0.0,0.0,0.566569962,0.0,0.0,0.0,0.0714,0.0317,0.037,0.142857143,2621
k810,0.0,0.0,0.553514849,0.100295102,0.0,0.0,0.0714,0.0,0.0,0.0714,1130
k478,0.0,0.0,0.70725283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2653
k2328,0.0,0.0,0.618421216,0.0505,0.0,0.0,0.0,0.0317,0.0,0.285714286,2645
k1635,0.0,0.153846154,0.637648513,0.211438,0.0,0.0,0.285714286,0.0,0.0,0.0,2859
k360,0.0,0.0,0.430562849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2034
k1558,0.0,0.769230769,0.720908369,0.722873207,0.0,0.0,0.0,0.253968254,0.444444444,0.857142857,1244
k35,0.0,0.0,0.307292847,0.0,0.0,0.0,0.0714,0.0,0.0,0.142857143,499
k2453,0.0,0.0,0.58232833,0.0285,0.0,0.0,0.142857143,0.0,0.0,0.0,520
k1607,0.0,0.0,0.730988855,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,330
k436,0.0,0.0,0.500428113,0.100295102,0.0,0.0,0.0714,0.0,0.0,0.0,407
k1792,0.0,0.0,0.590071916,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,2681
k3015,0.0,0.230769231,0.574835931,0.0951,0.0,0.0,0.0,0.0,0.0,0.357142857,339
k3333,0.0,0.0,0.387354686,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,963
k2928,0.0,0.0,0.69761186,0.0571,0.0,0.0,0.0,0.0159,0.0,0.0,2997
k1596,0.0,0.0,0.500469891,0.0263,0.0,0.0,0.0,0.0,0.0,0.142857143,428
k3281,0.0,0.0,0.552347619,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,824
k1168,0.0,0.153846154,0.695741093,0.039,0.0,0.0,0.0,0.0,0.0,0.0714,2479
k2122,0.0,0.0,0.695972696,0.039,0.0,0.0,0.0,0.0159,0.0,0.142857143,84
k2916,0.0,0.0,0.541383706,0.0,0.0,0.0,0.142857143,0.0,0.0,0.142857143,2529
k2826,0.0,0.153846154,0.616687354,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,437
k673,0.0,0.0,0.899703969,0.0,0.0,0.0,0.0714,0.0159,0.0,0.0,2642
k2687,0.0,0.0,0.540428238,0.0,0.0,0.0,0.142857143,0.0,0.0,0.0714,945
k1183,0.0,0.153846154,0.588196152,0.0891,0.0,0.0,0.0,0.0,0.0,0.142857143,3125
k3264,0.0,0.0,0.567615993,0.100295102,0.0,0.0,0.0,0.0,0.0,0.0714,2913
k1118,0.0,0.0,0.675004359,0.100295102,0.0,0.0,0.0,0.0,0.0,0.0,17
k2230,0.0,0.0,0.475960009,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,537
k2497,0.0,0.0,0.441243618,0.0248,0.0,0.0,0.0,0.0,0.0,0.142857143,613
k913,0.0,0.0,0.496543184,0.114152358,0.0,0.0,0.0714,0.0,0.0,0.0,2670
k3307,0.0,0.0,0.681724482,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,3407
k3239,0.0,0.0769,0.699496036,0.0,0.0,0.0,0.0,0.0159,0.0,0.0714,1435
k1978,0.0,0.0,0.629625201,0.0285,0.0,0.0,0.0714,0.0,0.0,0.0,1706
k650,0.0,0.0,0.684229845,0.0984,0.0,0.0,0.285714286,0.0,0.0,0.142857143,624
k1882,0.0,0.0,0.623530514,0.100295102,0.0,0.0,0.0,0.0,0.0,0.142857143,1959
k3043,0.0,0.153846154,0.505906409,0.249064932,0.0,0.0,0.0,0.0,0.0,0.0,518
k420,0.0,0.0,0.442912156,0.0492,0.0,0.0,0.0,0.0,0.0,0.0714,757
k2405,0.0,0.153846154,0.796522094,0.0,0.0,0.0,0.214285714,0.111111111,0.0741,0.214285714,1918
k697,0.0,0.0,0.540229368,0.100295102,0.0,0.0,0.0,0.0,0.0,0.0714,275
k969,0.0,0.0,0.580914538,0.200590197,0.0,0.0,0.0,0.0,0.0,0.0,101
k3211,0.0,0.0,0.483541392,0.0,0.0,0.0,0.0,0.0,0.0741,0.142857143,1142
k326,0.0,0.0,0.496580914,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,2772
k1129,0.0,0.0,0.598278476,0.0505,0.0,0.0,0.0,0.0,0.0,0.285714286,3001
k2094,0.0,0.230769231,0.619966918,0.0,0.0,0.0,0.0,0.0317,0.0741,0.285714286,2422
k2194,0.0,0.0,0.579745901,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,2476
k3033,0.0,0.0,0.50403033,0.039,0.0,0.0,0.0,0.0,0.0,0.142857143,1658
k830,0.0,0.0,0.728244769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1855
k286,0.0,0.0769,0.487364185,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,1274
k94,0.0,0.0,0.583627757,0.100295102,0.0,0.0,0.0714,0.0,0.0,0.0,3280
k300,0.0,0.0,0.696944244,0.0571,0.0,0.0,0.0714,0.0,0.0,0.0,1517
k869,0.0,0.0769,0.494530573,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,2527
k241,0.0,0.0,0.459539078,0.0381,0.0,0.0,0.0,0.0,0.0,0.0714,668
k2526,0.0,0.153846154,0.576225087,0.377580035,0.0,0.0,0.0,0.0,0.0,0.0714,852
k1928,0.0,0.0,0.549112705,0.100295102,0.0,0.0,0.0,0.0,0.0,0.0,207
k2041,0.0,0.0,0.696678214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948
k1772,0.0,0.0769,0.66108523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2451
k1552,0.0,0.0,0.715497665,0.114152358,0.0,0.0,0.0714,0.0,0.0,0.0,2928
k1603,0.0,0.0,0.67334521,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,1150
k1591,0.0,0.0,0.567680339,0.0248,0.0,0.0,0.0714,0.0317,0.0,0.0714,3162
k2053,0.0,0.0769,0.621323369,0.0492,0.0,0.0,0.0,0.0317,0.0,0.142857143,555
k3077,0.0417,0.0,0.668633219,0.0651,0.0,0.0556,0.0,0.0,0.0,0.0714,147
k946,0.0,0.0,0.599481713,0.0,0.0,0.0,0.0,0.0317,0.0,0.0714,2736
k1791,0.0417,0.461538462,0.618135459,0.138340959,0.0,0.0,0.0714,0.0159,0.037,0.214285714,1485
k1020,0.0833,0.461538462,0.673211577,0.167742525,0.0,0.0,0.0,0.0794,0.0,0.214285714,1590
k1580,0.0,0.153846154,0.597045492,0.075,0.0,0.0,0.0714,0.0,0.0741,0.142857143,1088
k160,0.0,0.0,0.581795265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594
k1511,0.0,0.0,0.614189112,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,2979
k2235,0.0,0.0,0.421329524,0.0524,0.0,0.0,0.0,0.0,0.0,0.0,2148
k877,0.0,0.153846154,0.45030693,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,1705
k203,0.0,0.0,0.527916211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875
k1626,0.0,0.0,0.641686858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833
k1738,0.0,0.0,0.518033704,0.100295102,0.0,0.0,0.0,0.0,0.0,0.0,2331
k452,0.0,0.153846154,0.466969457,0.0,0.0,0.0,0.0714,0.0,0.0,0.142857143,1451
k543,0.0,0.0,0.592963331,0.0397,0.0,0.0,0.0,0.0,0.0,0.0714,1236
k3371,0.0,0.0,0.697016343,0.13248306,0.0,0.0,0.0,0.111111111,0.0,0.0714,2581
k3008,0.0,0.0,0.470298092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869
k1055,0.0,0.0,0.718632886,0.0571,0.0,0.0,0.0,0.0,0.0,0.0,1408
k764,0.0,0.0,0.649323428,0.0285,0.0,0.0,0.142857143,0.0,0.0,0.0714,1604
k1568,0.0,0.0769,0.537652538,0.15278061,0.0,0.0,0.0,0.0,0.0,0.0,2489
k718,0.0833,0.307692308,0.597692263,0.0915,0.103448276,0.0556,0.0714,0.0476,0.037,0.214285714,3146
k758,0.0,0.0,0.584461625,0.0501,0.0,0.0,0.0,0.0159,0.0,0.0714,138
k1644,0.0,0.0,0.398883105,0.0191,0.0,0.0,0.0,0.0,0.0,0.0,1051
k3,0.0,0.0,0.555443387,0.0,0.0,0.0,0.0,0.0317,0.0,0.214285714,116
k2193,0.0,0.153846154,0.834593938,0.0856,0.0,0.0,0.5,0.111111111,0.111111111,0.214285714,826
k1280,0.0,0.153846154,0.488631396,0.039,0.0,0.0,0.0,0.0,0.0,0.0,994
k2974,0.0,0.0,0.670267272,0.0571,0.0,0.0,0.0,0.0,0.0,0.0,1865
k1740,0.0,0.230769231,0.511835792,0.253075723,0.0,0.0,0.0,0.0,0.0,0.0714,1299
k3280,0.0,0.153846154,0.389534869,0.0496,0.0,0.0,0.0,0.0,0.0,0.142857143,683
k2867,0.0,0.0,0.45681512,0.0,0.0,0.0,0.0714,0.0,0.0,0.0714,3431
k3069,0.0,0.0769,0.685070517,0.100295102,0.0,0.0,0.0,0.0,0.037,0.0714,3078
k2379,0.0,0.0,0.614509497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455
k710,0.0,0.307692308,0.590059052,0.039,0.0,0.0,0.0714,0.0159,0.0741,0.142857143,3097
k3142,0.0,0.0,0.529872601,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,2671
k75,0.0,0.0,0.48604219,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,815
k762,0.0,0.0,0.559513891,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,1006
k2725,0.0,0.0,0.592079043,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,1247
k1729,0.0,0.307692308,0.649418584,0.0882,0.0,0.0,0.0714,0.0,0.0,0.214285714,45
k2437,0.0,0.0769,0.454194329,0.0,0.0,0.0,0.0,0.0,0.0,0.214285714,1429
k2382,0.0,0.0,0.54499445,0.200590197,0.0,0.0,0.0,0.0,0.0,0.0714,336
k583,0.0,0.153846154,0.602481895,0.0501,0.0,0.0,0.0,0.0,0.0,0.0714,442
k1441,0.0,0.0,0.62055985,0.0,0.0,0.0,0.0,0.0317,0.0,0.0714,170
k1998,0.0,0.0,0.489959909,0.300885299,0.0,0.0,0.0,0.0,0.0,0.0,2620
k3143,0.0,0.0,0.607578387,0.087,0.0,0.0,0.214285714,0.0159,0.0,0.142857143,2080
k804,0.0,0.230769231,0.67028206,0.0183,0.0,0.0,0.0714,0.0159,0.185185185,0.285714286,1970
k1412,0.0,0.307692308,0.614076929,0.200590197,0.0,0.0,0.142857143,0.0317,0.0,0.142857143,626
k3022,0.0,0.0,0.666927927,0.0501,0.0,0.0,0.0,0.0,0.0,0.0,299
k984,0.0,0.0,0.441835517,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,2584
k822,0.0,0.0769,0.465125049,0.13248306,0.0,0.0,0.0714,0.0,0.0,0.285714286,3059
k3174,0.0,0.0,0.703325433,0.0,0.0,0.0,0.0714,0.0635,0.0,0.142857143,3018
k434,0.0,0.153846154,0.599675701,0.200590197,0.0,0.0,0.0,0.0,0.0,0.142857143,427
k1613,0.0,0.0,0.359204083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027
k2923,0.0,0.0,0.585876049,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,3093
k1427,0.0,0.0,0.750669768,0.0571,0.0,0.0,0.0714,0.0,0.0,0.142857143,1914
k1873,0.0,0.0,0.688296329,0.150442646,0.0,0.0,0.0714,0.0,0.0,0.0,1222
k1990,0.0,0.307692308,0.516565901,0.179053733,0.0,0.0,0.0,0.0,0.0,0.285714286,3186
k480,0.0,0.0,0.427189249,0.0702,0.0,0.0,0.0,0.0,0.0,0.142857143,1717
k2579,0.0,0.0,0.691299669,0.0571,0.0,0.0,0.0,0.0,0.0,0.0,113
k1658,0.0,0.0,0.600592923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2587
