Key_1_2,V11,V6,Key_2_8
k831,1687,17,1389
k215,1687,10,1235
k1200,1623,8,1307
k1372,1353,13,1038
k1632,1353,60,1358
k879,1387,20,1388
k181,1687,230,1917
k574,1687,11,89
k334,1687,15,762
k1472,1687,46,1548
k1761,1687,13,1334
k316,1687,42,165
k431,1687,15,200
k836,1687,22,1217
k901,1687,30,711
k1208,1687,59,1427
k1399,1687,167,869
k212,1687,38,1767
k564,1687,8,1281
k162,1687,15,1051
k1363,1687,18,1311
k456,1687,13,709
k647,1687,10,875
k849,1687,15,234
k733,1687,17,521
k1780,1373,9,309
k516,1373,19,1572
k478,1627,9,1737
k1389,1373,92,1658
k898,1373,15,466
k1150,1373,9,374
k1181,1387,19,1153
k1380,1387,9,1166
k1799,1387,10,657
k80,1387,29,245
k560,1387,16,1445
k1891,1353,15,1318
k634,1353,34,764
k1706,1333,36,1908
k1756,1633,22,1687
k1415,1687,35,972
k167,1353,30,61
k1501,1627,20,728
k1152,1627,30,91
k926,1690,16,80
k1278,1690,43,549
k494,1686,12,1754
k359,1682,11,284
k188,1688,14,750
k705,1690,9,581
k822,1690,9,868
k202,1690,47,1048
k1808,1688,20,13
k1444,1650,20,1233
k473,1648,20,1845
k1827,1646,20,624
k1758,1650,14,1147
k884,1650,25,887
k1104,1710,10,1248
k954,1360,10,963
k1468,1360,10,807
k1870,1362,10,1726
k691,1362,14,1125
k396,1632,9,1521
k1376,1632,9,1231
k893,1632,43,379
k100,1630,13,908
k452,1654,8,1265
k172,1656,15,189
k1352,1656,12,1196
k997,1658,14,421
k923,1648,21,1335
k1778,1656,15,1112
k1681,1694,17,1330
k533,1694,9,57
k1107,1692,8,1190
k96,1692,24,419
k570,1352,20,269
k720,1400,165,1565
k1096,1380,134,816
k1568,1666,142,1510
k1773,1666,13,1398
k409,1364,11,957
k666,1362,481,922
k1175,1360,18,608
k178,1392,14,1728
k76,1392,13,1208
k828,1362,19,1625
k1320,1364,25,47
k268,1364,36,1185
k974,1364,36,382
k786,1362,45,1549
k698,1360,44,1547
k1837,1364,18,1059
k541,1366,9,906
k996,1358,28,1184
k544,1690,18,205
