Key_1_3,V1,V18,Key_2_11
k863,42,0.0047,455
k153,645,0.0036,1066
k989,829,0.0037,1075
k731,853,0.0052,1362
k1841,1289,0.0126,1920
k1604,430,0.0079,1556
k1876,413,0.0196,211
k1462,190,0.0059,972
k517,330,0.0077,1678
k1530,74,0.0095,29
k1135,106,0.0071,1552
k1466,505,0.0059,296
k582,46,0.0071,966
k1354,581,0.0053,474
k1855,451,0.0089,406
k1725,669,0.0089,1743
k476,156,0.0213,702
k140,90,0.0083,1332
k68,82,0.0041,1182
k312,1601,0.0071,819
k1308,17,0.0065,1931
k425,43,0.0053,18
k380,63,0.0053,1121
k1723,82,0.0059,363
k660,75,0.0053,941
k15,1363,0.0066,707
k842,1358,0.0102,1019
k792,1404,0.0037,325
k1139,1281,0.0153,683
k1289,49,0.0095,306
k288,830,0.0051,796
k1156,91,0.0094,917
k1754,161,0.005,1155
k1753,1328,0.0072,1277
k1150,1251,0.0166,812
k1826,733,0.0087,141
k1889,12,0.0089,122
k375,162,0.0074,177
k860,0,0.0075,35
k423,1617,0.0074,148
k1295,1152,0.0059,1474
k248,1259,0.0089,1105
k1320,1545,0.0074,1394
k1258,1580,0.0061,1860
k1905,450,0.0047,1119
k1856,1625,0.0053,1180
k1893,1495,0.0041,36
k955,958,0.0036,142
k1639,1536,0.0071,326
k898,780,0.0041,1123
k1862,1140,0.0041,558
k376,13,0.0065,337
k65,11,0.0053,421
k442,1589,0.0061,1166
k1805,765,0.0055,1399
k1682,1268,0.0055,1871
k341,333,0.0079,1387
k1578,1287,0.0073,1254
k971,1088,0.0047,837
k1089,1255,0.0044,1048
k1693,707,0.0052,47
k1563,1186,0.0051,1559
k1582,626,0.0066,1259
k1837,1503,0.0043,1561
k1128,1152,0.0055,682
k94,1533,0.0055,1112
k1588,788,0.0049,584
k314,34,0.0036,1445
k193,1604,0.0048,1008
k1883,1610,0.0048,1595
k1859,1617,0.0066,1746
k1733,1589,0.0055,681
k182,482,0.0048,945
k1797,1067,0.0035,1687
k1609,623,0.0047,1435
k484,446,0.0041,1772
k1260,375,0.0053,1877
k1368,125,0.0067,330
k1870,124,0.0114,511
k1505,1321,0.013,1637
k1328,817,0.0156,1424
k607,808,0.0048,542
k368,1327,0.0059,1750
k1552,64,0.0228,451
k1054,57,0.0088,979
k1939,921,0.0065,260
k1412,830,0.005,1268
k948,1201,0.0088,307
k241,1227,0.0081,1237
k1409,959,0.011,1043
k1669,320,0.0095,359
k118,34,0.0125,1665
k1520,159,0.0096,1609
k1143,1265,0.0095,671
k890,1343,0.0066,1167
k713,557,0.0096,923
k254,1058,0.0047,379
k342,780,0.0041,24
k1353,971,0.0047,1572
k1058,374,0.0047,15
k25,1027,0.0041,927
k1664,1554,0.0059,1086
k691,179,0.0086,1056
k622,980,0.0088,965
k370,1579,0.008,1443
k1746,225,0.0061,1851
k825,1465,0.0128,1489
k1763,1360,0.008,530
k918,1155,0.0074,1587
k121,1325,0.0066,1307
k661,1260,0.0082,1283
k1093,1245,0.0096,1773
k273,1687,0.0053,171
k306,1507,0.0053,940
k515,1688,0.0035,571
k24,1685,0.0041,581
k1596,1687,0.0041,1740
k109,1571,0.0071,1159
k1739,757,0.0053,1565
k611,1568,0.0088,1312
k1448,1571,0.0082,1337
k972,1575,0.0082,289
k1191,1579,0.0065,247
k839,1395,0.0071,1046
k1724,5,0.0047,364
k936,1578,0.0071,1570
k1616,1595,0.0094,1658
k1202,10,0.0071,1547
k737,1593,0.0088,1936
k557,9,0.0053,459
k1044,1505,0.0053,341
k681,1470,0.0106,262
k440,1643,0.0077,268
k1405,1555,0.0088,894
k460,923,0.0047,1109
k1217,1540,0.0107,239
k363,1251,0.0037,767
k926,83,0.0066,1354
k653,375,0.0065,848
k785,1136,0.0035,1122
k1577,451,0.0103,1903
k1745,1331,0.0037,780
k1501,172,0.0081,576
k585,30,0.0059,1825
k1631,389,0.0073,1374
k907,450,0.0118,256
k490,41,0.0096,549
k1915,295,0.0096,324
k229,268,0.0081,1468
k217,62,0.0088,1875
k679,18,0.0059,641
k1740,16,0.0074,1257
k353,19,0.0066,687
k1056,16,0.0074,410
k828,14,0.0066,1145
k1343,13,0.0059,1077
k327,15,0.0066,1518
k1714,17,0.0066,600
k1274,1166,0.0111,661
k802,7,0.0089,75
k883,37,0.0118,315
k843,39,0.0089,659
k468,193,0.0089,1454
k1736,145,0.0103,1663
k998,39,0.0155,1862
k677,141,0.0303,482
k591,68,0.0258,897
k787,81,0.0096,1249
k1569,0,0.0126,1492
k658,94,0.0089,1809
k1164,10,0.0081,479
k1299,3,0.0088,1940
k7,16,0.0059,0
k449,144,0.0044,1472
k979,30,0.0066,1467
k748,63,0.014,643
k422,166,0.0059,192
k399,158,0.0074,1600
k230,174,0.0148,783
k1603,513,0.0118,1820
k1832,25,0.0089,993
k542,9,0.0066,1484
k1418,185,0.0103,617
k1011,134,0.0162,1430
k210,81,0.0994,117
k433,385,0.017,936
k167,34,0.0059,453
k331,1147,0.0096,809
k483,260,0.0088,197
k1080,1,0.0111,1094
k464,225,0.014,49
k522,369,0.0081,747
k1484,436,0.0044,483
k1169,506,0.0096,1876
k4,109,0.0089,1487
k220,49,0.0162,526
k456,51,0.0074,1282
k920,397,0.0132,1238
k277,703,0.0111,761
k1493,405,0.0081,1703
k278,135,0.0052,928
k552,0,0.0103,1473
k957,10,0.0236,69
k137,10,0.0162,1737
k1373,8,0.0169,424
k858,216,0.0251,1326
k1482,34,0.0776,11
k1648,226,0.017,1240
k1108,174,0.0148,1933
k1594,0,0.0274,591
k237,2,0.0184,1216
k777,161,0.0236,1235
k1166,123,0.0148,422
k113,65,0.0289,450
k511,27,0.0214,153
k1532,244,0.0229,899
k867,144,0.0148,841
k1523,138,0.0339,1813
k487,66,0.0192,1671
k1120,168,0.0096,139
k744,168,0.0244,904
k67,157,0.0074,1456
k1180,189,0.0184,32
k1223,61,0.0125,1582
k1387,176,0.0125,1749
k1602,141,0.0096,1016
k905,172,0.0052,1320
k717,460,0.0546,547
k1381,137,0.014,1316
k804,14,0.0133,408
k151,212,0.0074,1314
k178,114,0.0096,970
k1369,242,0.0074,300
k1742,38,0.0184,1644
k421,107,0.0096,943
k301,119,0.0059,1321
k643,1341,0.0044,447
k935,75,0.0052,209
k1637,195,0.017,238
k846,462,0.0177,188
k1751,603,0.0066,1095
k1157,220,0.0103,1640
k1142,225,0.0118,496
k356,18,0.0044,929
k709,294,0.0103,1846
k1829,79,0.0118,925
k0,478,0.0251,607
k166,65,0.011,1117
k954,165,0.0081,731
k1917,135,0.0081,1523
k160,85,0.0081,961
k307,356,0.0081,1324
k596,49,0.0162,1867
k1256,484,0.0213,1898
k705,108,0.0088,1521
k1270,357,0.0096,1184
k1445,169,0.0125,1511
k287,37,0.0081,1927
k1240,116,0.0074,1939
k463,0,0.0126,1131
k485,824,0.0148,601
k1229,53,0.028,154
k698,248,0.0103,1624
k1874,104,0.0148,793
k250,115,0.0155,1248
k688,31,0.014,1514
k902,221,0.0111,1099
k665,195,0.0103,701
k1857,144,0.0066,1475
k374,449,0.053,123
k1198,55,0.0074,124
k1322,142,0.0096,1302
k199,49,0.0192,1629
k1586,322,0.0258,1128
k90,210,0.0103,705
k1475,30,0.0206,1363
k938,88,0.0236,1255
k457,42,0.0096,877
k1619,54,0.0162,1668
k803,29,0.0074,444
k190,173,0.0111,376
k942,83,0.0074,1463
k732,17,0.0074,1160
k1449,98,0.0074,968
k1315,184,0.0155,59
k1413,116,0.0074,293
k1084,178,0.014,1727
k1059,41,0.0111,302
k1086,82,0.0118,1427
k1924,73,0.014,493
k770,20,0.0126,93
k386,151,0.0081,1522
k707,69,0.0089,867
k1212,79,0.0066,997
k1352,85,0.0118,1536
k219,74,0.0126,1197
k577,34,0.0103,553
k1281,13,0.0059,699
k614,32,0.0089,912
k1424,81,0.0066,1402
k337,22,0.0066,998
k509,280,0.0185,1864
k597,107,0.0096,1601
k1366,7,0.0088,599
k1070,42,0.0125,1270
k1040,8,0.0155,989
k1782,8,0.0074,711
k383,31,0.014,1790
k45,45,0.0059,338
k654,25,0.0155,567
k39,4,0.0096,1510
k1333,27,0.0066,1446
k1045,26,0.0103,1079
k1536,2,0.0066,1415
k1558,24,0.0103,278
k1365,9,0.0118,319
k1386,53,0.0206,1396
k1359,13,0.0074,1598
k1317,48,0.0096,830
k1554,17,0.0118,1806
k1015,23,0.0126,874
k1375,27,0.0111,234
k110,0,0.0118,165
k1297,24,0.0207,1669
k727,19,0.0066,1322
k1,17,0.0074,1808
k424,18,0.0104,1602
k629,15,0.0052,1198
k751,0,0.0044,291
k1318,1264,0.0052,180
k1608,126,0.0184,566
k1438,105,0.0147,1531
k1691,119,0.0389,1712
k324,103,0.0139,557
k226,145,0.0382,1599
k927,209,0.0154,1376
k1103,205,0.0221,1887
k224,181,0.036,1267
k613,1190,0.0081,1729
k652,1214,0.0059,843
k53,1211,0.0132,733
k593,1207,0.0051,1231
k1526,1200,0.0147,212
k1762,1191,0.0073,9
k963,1202,0.0095,1466
k1565,1109,0.0066,1256
k204,1190,0.0213,1607
k1645,1198,0.0081,1653
k454,464,0.0072,217
k570,853,0.0058,605
k1253,0,0.0065,1702
k1913,816,0.0058,849
k736,827,0.0115,1311
k419,1059,0.0072,1265
k19,259,0.0094,1222
k1764,853,0.0137,522
k1557,570,0.0108,1381
k1680,732,0.013,888
k674,1084,0.0094,1497
k191,1212,0.0058,1776
k1187,857,0.0058,195
k1323,852,0.0058,1297
k1654,141,0.005,1146
k1476,716,0.005,226
k1216,1220,0.0058,1242
k1468,1028,0.0173,501
k31,4,0.0087,1704
k811,867,0.0079,370
k478,1279,0.0065,299
k719,951,0.0072,1219
k1503,945,0.0079,155
k952,856,0.0058,816
k285,925,0.0065,1001
k1190,919,0.0079,1218
k251,919,0.0065,527
k576,933,0.005,717
k1055,936,0.0043,1183
k1497,936,0.0058,1896
k962,926,0.0065,254
k549,897,0.0072,434
k1585,892,0.0079,198
