Key_1_1,V3,V4,Key_2_5
k1753,270900,270944,1731
k1794,2538079,2538108,1069
k479,1553913,1553931,1554
k1888,369370,369415,1344
k1670,498078,498335,1514
k1269,100250,100337,176
k1578,138468,138883,129
k1529,210936,210956,564
k1377,429227,429253,1825
k741,779144,779308,759
k333,813452,813500,433
k501,106604,106668,1561
k912,179258,179312,484
k848,230644,230704,716
k618,368143,368208,1879
k1394,491552,491684,1077
k822,713788,714056,1228
k551,751059,751132,1898
k223,844704,844729,1743
k530,21349,21376,374
k23,42683,42717,1708
k1598,86284,86313,13
k1588,115485,115504,1629
k629,149044,149083,993
k513,184350,184383,1883
k1822,2128884,2128907,1303
k196,2356396,2356435,104
k1015,5202306,5202324,642
k1530,4332564,4332815,1907
k1879,4822354,4822392,1635
k766,1874382,1874415,1150
k1886,2378173,2378236,1292
k616,2891780,2891804,888
k1734,2691161,2691189,775
k38,3874199,3874261,1107
k1104,3957796,3957839,304
k3,304433,304472,356
k619,505964,506035,1328
k369,1701480,1701528,17
k1364,183688,183711,1400
k858,284144,284198,822
k1152,1918092,1918128,38
k119,19815,19841,474
k1816,3884411,3884461,1893
k66,1009978,1009999,1435
k1276,1702442,1702491,1379
k58,3509718,3509731,1452
k228,3550754,3550771,408
k786,43036,43048,350
k261,1686880,1686891,1587
k1296,2379116,2379129,418
k1040,2512899,2512965,1009
k380,2845229,2845256,1674
k1162,3826564,3826588,1137
k1507,4157586,4157620,1455
k1441,5437033,5437060,542
k1219,5683008,5683014,1853
k450,1005865,1005895,905
k673,1094617,1094629,1062
k847,718602,718617,1567
k702,807870,807880,1335
k392,238656,238667,1711
k1224,2071945,2071956,85
k1718,893849,893861,1198
k956,969900,969911,1308
k1195,1031539,1031599,319
k496,1060712,1060732,1437
k1151,914648,914661,588
k348,1194800,1194814,1834
k1782,1944129,1944138,66
k156,2095494,2095507,1091
k1677,2493647,2493675,1807
k557,11430396,11430416,1449
k799,237702,237720,1299
k533,309514,309526,799
k986,200561,200567,1123
k803,519677,519708,942
k273,1334420,1334443,488
k1181,2377039,2377320,613
k502,513812,514011,871
k1298,66196,66362,18
k889,161967,161984,1202
k1430,126951,126958,932
k1130,417618,418215,1176
k331,33796,33812,211
k1004,638468,638484,731
k170,837868,837888,1682
k1320,3496093,3496125,1255
k1751,3980733,3980769,1652
k1675,4178002,4178041,1156
k1351,4383724,4383776,336
k1632,132507,132576,576
k443,273320,273387,1358
k966,31580,31602,734
k1704,106512,106519,472
k1402,2425687,2425716,1910
k229,367429,367455,779
k1386,1044544,1044587,158
k121,1246698,1246717,27
k219,2670756,2670772,1408
k1697,2928247,2928259,804
k1856,3375744,3375765,1685
k322,1280228,1280256,1216
k178,333332,333435,1072
k1265,562576,562633,1517
k969,719009,719024,60
k1288,1837263,1837460,273
k69,2094748,2094776,854
k49,2124816,2124840,1246
k1081,1959035,1959052,338
k1564,552783,552815,981
k1149,702370,702405,185
k985,150712,150740,1244
k263,188768,188800,1010
k706,247330,247414,1906
k1617,297096,297166,1503
k1378,348227,348257,1552
k1730,435871,435916,611
k608,487568,487588,1155
k255,564536,564621,154
k1134,689792,689890,883
k413,815462,815504,961
k1407,939827,939860,1590
k781,1108752,1108782,911
k1589,1137189,1137216,811
k1201,1208774,1208843,1626
k221,1594430,1594517,247
k1581,1678200,1678232,1936
k20,1724027,1724129,1215
k1079,1743219,1743250,1818
k1444,1751260,1751304,1882
k1737,1771553,1771642,1421
k634,1809470,1809524,162
k1629,1823955,1823987,1863
k495,1120157,1120180,1725
k714,1511165,1511591,1601
k906,458923,458941,566
k510,3528981,3529007,850
k1205,1063504,1063527,1498
k220,1421726,1421746,934
k1532,2550845,2551201,898
k841,4270168,4270218,272
k399,212157,212188,1572
k488,2277670,2277688,587
k360,5427410,5427424,1774
k1264,11741476,11741833,1487
k1354,12577343,12577396,652
k1542,12725281,12725314,1086
k1336,12917033,12917094,48
k750,12987661,12987692,858
k892,471253,471281,630
k465,786881,786900,607
k1068,808173,808199,1138
k1494,1377748,1377782,1721
k696,1461247,1461302,880
k1590,1488612,1488636,1160
k1744,1620686,1620708,1915
k1057,1651888,1651909,1190
k154,2258648,2258662,1042
k633,21512,21518,955
k812,50442,50467,1704
k55,66522,66578,196
k987,82308,82319,1314
k584,102099,102111,1149
k559,118073,118242,441
k1583,133683,133829,297
k411,149046,149092,1622
k1732,162885,162940,648
k684,177337,177387,580
k1274,190885,190920,1348
k1426,204933,204953,243
k1014,221100,221142,1169
k107,240377,240390,599
k422,254652,254670,1628
k765,274230,274244,778
k1596,287835,287869,51
k1453,303149,303167,1856
k1323,319303,319317,1266
k1729,334304,334316,1178
k1791,350481,350500,443
k970,362724,362736,1541
k1736,374580,374591,1592
k1071,387402,387414,1854
k478,411630,411717,1639
k1833,425023,425176,1474
k334,439180,439212,617
k1384,451067,451079,1040
k328,463836,463848,173
k1678,477075,477082,965
k775,494893,494946,65
k953,506783,506794,410
k361,518261,518272,957
k1636,530968,530985,1656
k1108,548929,548953,1333
k650,560425,560445,1468
k468,573049,573118,231
k194,585861,585888,1512
k157,604478,604528,1479
k683,618132,618148,1501
k1770,634279,634288,1484
k1615,646729,646749,1726
k1483,677297,677417,1510
k610,697885,698089,1454
k895,718425,718521,1530
k1916,751592,751656,33
k811,763872,763947,1573
k693,776120,776424,661
k124,791161,791249,701
k209,802771,802822,1028
k654,814236,814627,1585
k1829,830707,830795,1937
k250,851460,851553,1508
k172,874488,874545,998
k62,896899,897032,1181
k1122,908862,908986,985
k1435,923170,923211,1131
k973,936743,936828,1715
k734,949306,949493,809
k1585,961682,961728,1356
k1032,973635,973704,847
k960,983776,983827,1911
k88,1009876,1009888,1683
k466,1025376,1025473,1238
k449,1036126,1036161,1612
k972,1048818,1048832,1896
k682,1060291,1060313,787
k346,1072228,1072248,1813
k1811,1082731,1082953,1383
k19,1093477,1093492,806
k1147,1105359,1105387,290
k1016,1116878,1116892,1802
k1595,1127920,1127927,694
k907,1137747,1137757,198
k1193,1148345,1148364,436
k1261,1159125,1159132,655
k1757,1172603,1172632,362
k1865,1184511,1184525,1689
k564,1196901,1196915,200
k1026,1211728,1211795,681
k844,1226170,1226204,1281
k222,1266537,1266548,1218
k834,1285730,1285749,1793
k1792,1301932,1301945,1120
k636,1312116,1312132,683
k1090,1323717,1323745,1164
k1115,1335585,1335593,127
k128,1346996,1347021,971
k1341,1359784,1359820,1014
k212,1373431,1373442,1783
k1049,1385900,1385914,973
k481,1398904,1398914,1888
k877,1411801,1411815,792
k1119,1427809,1427883,346
k1695,1457758,1457776,476
k994,1471277,1471288,205
k1870,1483879,1483901,1693
k939,1495862,1495883,930
k1347,1508012,1508040,126
k769,1536604,1536631,1262
k1539,1549800,1549891,1323
k1702,1564536,1564557,1340
k1689,1578055,1578129,1375
k68,1589431,1589443,1526
k863,1602180,1602199,1431
k1620,1622697,1622718,886
k1793,1647143,1647194,1378
k818,1658742,1658769,1036
k1188,1671098,1671110,1646
k1304,1686794,1686810,86
k643,1699784,1699829,773
k246,1713172,1713184,1481
k272,1723382,1723392,159
k916,1736811,1736822,1538
k1520,1747625,1747660,977
k350,1761692,1761703,1229
k1606,1772722,1772736,485
k795,1785901,1785930,1756
k1291,1798152,1798172,1210
k1091,1810277,1810283,1280
k28,1821904,1821917,1105
k1315,1835338,1835349,1129
k627,1846280,1846289,834
k1447,1859616,1859633,1018
k1561,1889430,1889440,494
k1701,1901970,1901975,889
k1911,1913635,1913646,425
k1576,1924923,1924936,982
k964,1939590,1939602,1838
k1844,1951256,1951299,1174
k1374,1964561,1964591,496
k78,1978821,1978842,1430
k1024,1990021,1990031,493
k149,2001776,2001794,602
k565,2012938,2012949,1270
k1571,2023127,2023150,983
k43,2032900,2032910,572
k928,2044448,2044475,1420
k965,2058002,2058016,47
k368,2070769,2070796,1772
k1836,2082327,2082338,164
k632,2097257,2097270,148
k1521,2109314,2109324,530
k736,2126449,2126462,375
k1388,2153394,2153410,1092
k1614,2216544,2216556,1804
k680,2280779,2280868,1810
k1222,2293926,2293946,714
k200,2381257,2381400,979
k1405,2409503,2409518,1844
k514,2433660,2433721,963
k739,2445033,2445050,440
k578,2457919,2457943,217
k439,2535272,2535292,685
k227,2550643,2550653,1199
