Key_1_2,V31,V2,Key_2_9
k831,0,50,688
k215,0,651,1503
k1200,0,835,1649
k1372,0,860,1701
k1632,0,1306,1046
k879,0,441,607
k181,0,446,812
k574,0,200,1641
k334,0,343,128
k1472,0,90,1362
k1761,0,118,978
k316,0,515,402
k431,0,58,328
k836,0,590,207
k901,0,466,90
k1208,0,684,411
k1399,0,192,896
k212,0,104,1205
k564,0,89,1224
k162,0,1613,1477
k1363,0,28,187
k456,0,52,967
k647,0,72,1640
k849,0,92,957
k733,0,84,910
k1780,0,1372,1769
k516,0,1372,654
k478,0,1410,1348
k1389,0,1302,1402
k898,0,62,286
k1150,0,837,1127
k1181,0,104,508
k1380,0,168,804
k1799,0,1338,1122
k80,0,1274,679
k560,0,745,1148
k1891,0,24,1521
k634,0,172,1884
k1706,0,10,1879
k1756,0,1629,1566
k1415,0,1162,82
k167,0,1271,1303
k1501,0,1557,1055
k1152,0,1590,1744
k926,0,458,1598
k1278,0,1634,974
k494,0,1502,1331
k359,0,964,42
k188,0,1548,91
k705,0,787,1498
k822,0,1147,1318
k202,0,24,1806
k1808,0,20,1116
k1444,0,1599,566
k473,0,774,63
k1827,0,1277,137
k1758,0,346,1409
k884,0,1299,1504
k1104,0,1096,279
k954,0,1261,922
k1468,0,714,1298
k1870,0,1193,677
k691,0,635,1091
k396,0,1510,60
k1376,0,1161,351
k893,0,1542,559
k100,0,796,1920
k452,0,40,1073
k172,0,1612,136
k1352,0,1618,1732
k997,0,1628,1353
k923,0,1598,636
k1778,0,490,1692
k1681,0,1073,1725
k533,0,631,146
k1107,0,453,274
k96,0,384,64
k570,0,134,1576
k720,0,140,1770
k1096,0,1339,778
k1568,0,843,1743
k1773,0,816,1118
k409,0,1335,1697
k666,0,95,8
k1175,0,69,1304
k178,0,930,421
k76,0,837,626
k828,0,1213,1438
k1320,0,1238,195
k268,0,974,156
k974,0,333,298
k786,0,51,1719
k698,0,172,720
k1837,0,1278,1753
k541,0,1352,802
k996,0,570,174
k544,0,1066,99
k1613,0,787,1552
k1068,0,979,1867
k179,0,382,1741
k245,0,1034,841
k440,0,1564,531
k246,0,193,29
k881,0,992,1420
k1174,0,1592,998
k328,0,235,1475
k1072,0,1486,1196
k223,0,1373,735
k785,0,1167,674
k488,0,1334,1584
k732,0,1271,1300
k1509,0,1258,583
k1781,0,1696,419
k1488,0,1516,866
k505,0,1694,1424
k222,0,1692,38
k565,0,1694,327
k1582,0,1583,304
k1035,0,766,190
k1594,0,1583,590
k1132,0,1585,504
k1588,0,1589,907
k1586,0,1590,741
k1711,0,1407,1572
k1521,0,13,1360
k1504,0,1590,1486
k74,0,1611,1389
k1203,0,22,1687
k966,0,1608,965
k301,0,18,944
k851,0,1514,1158
k751,0,1488,1580
k1291,0,1656,940
k1930,0,1570,1809
k515,0,931,687
k784,0,1558,126
k1768,0,1256,1482
k543,0,92,1467
k1217,0,386,1018
k1906,0,1142,600
k1299,0,465,1846
k1561,0,1336,1065
k325,0,183,1039
k150,0,38,1172
k947,0,399,1378
k1836,0,466,1861
k368,0,54,149
k1397,0,308,272
k190,0,279,1159
k1286,0,74,936
k942,0,26,376
k90,0,26,1165
k711,0,28,1007
k1086,0,26,74
k853,0,23,525
k279,0,21,1767
k112,0,24,1302
k1123,0,26,1093
k283,0,1185,1805
k1182,0,19,1133
k904,0,53,885
k1383,0,51,370
k499,0,205,681
k1269,0,159,1783
k1454,0,60,1405
k1506,0,182,1723
k1498,0,103,915
k855,0,94,651
k427,0,17,323
k1066,0,106,1724
k393,0,21,1285
k123,0,15,1647
k1272,0,24,894
k873,0,150,1104
k1744,0,39,69
k128,0,82,1629
k187,0,174,290
k1576,0,168,1181
k601,0,194,1802
k1934,0,529,1160
k1922,0,37,1603
k842,0,18,1445
k729,0,199,811
k875,0,156,1313
k249,0,216,751
k1093,0,408,1249
k448,0,42,1676
k1516,0,1160,1005
k777,0,272,981
k1549,0,16,50
k22,0,244,1418
k103,0,380,785
k1347,0,442,1586
k1494,0,519,1543
k1170,0,121,1931
k1462,0,71,95
k81,0,61,990
k569,0,415,1564
k1310,0,718,947
k1117,0,416,1174
k1375,0,142,533
k20,0,14,401
k1882,0,42,1199
k1367,0,32,997
k620,0,31,1136
k1512,0,250,215
k1901,0,139,70
