Key_0_0,V10,V21,Key_1_1
k903,108,1.0,k1753
k1311,123,1.0,k1794
k1487,125,1.0,k479
k441,126,1.0,k1888
k827,126,1.0,k1670
k628,127,1.0,k1269
k268,199,1.0,k1578
k1508,172,1.0,k1529
k207,148,1.0,k1377
k1352,143,1.0,k741
k480,143,1.0,k333
k684,119,1.0,k501
k1848,158,1.0,k912
k1512,111,1.0,k848
k787,133,1.0,k618
k1143,134,1.0,k1394
k1349,143,1.0,k822
k1231,134,1.0,k551
k112,126,1.0,k223
k329,141,1.0,k530
k1103,141,1.0,k23
k1372,134,1.0,k1598
k559,150,1.0,k1588
k1015,141,1.0,k629
k1689,148,1.0,k513
k1197,111,1.0,k1822
k1790,118,1.0,k196
k357,119,1.0,k1015
k1672,140,1.0,k1530
k1494,124,1.0,k1879
k208,132,1.0,k766
k338,125,1.0,k1886
k1100,119,1.0,k616
k1185,111,1.0,k1734
k1404,119,1.0,k38
k1441,127,1.0,k1104
k1734,125,1.0,k3
k1250,135,1.0,k619
k1018,100,1.0,k369
k901,126,1.0,k1364
k1875,132,1.0,k858
k1177,124,1.0,k1152
k1489,124,1.0,k119
k1113,116,1.0,k1816
k793,132,1.0,k66
k401,110,1.0,k1276
k708,116,1.0,k58
k1720,124,1.0,k228
k1455,100,0.5,k786
k157,125,1.0,k261
k572,132,1.0,k1296
k251,109,1.0,k1040
k4,109,1.0,k380
k895,108,1.0,k1162
k1005,125,1.0,k1507
k693,126,1.0,k1441
k923,149,0.0,k1219
k892,119,1.0,k450
k1297,132,1.0,k673
k126,123,1.0,k847
k46,111,1.0,k702
k1355,132,1.0,k392
k932,126,1.0,k1224
k1031,118,1.0,k1718
k1855,127,1.0,k956
k246,118,1.0,k1195
k83,116,1.0,k496
k1010,116,1.0,k1151
k586,94,1.0,k348
k332,101,1.0,k1782
k1937,100,1.0,k156
k25,116,1.0,k1677
k1791,119,1.0,k557
k436,93,1.0,k799
k18,92,1.0,k533
k310,116,0.0,k986
k1543,143,1.0,k803
k542,141,1.0,k273
k748,140,1.0,k1181
k1211,133,1.0,k502
k970,126,1.0,k1298
k1764,126,1.0,k889
k1182,111,0.0,k1430
k598,141,1.0,k1130
k1772,97,1.0,k331
k1857,140,1.0,k1004
k1408,128,1.0,k170
k933,127,1.0,k1320
k1729,132,1.0,k1751
k770,135,1.0,k1675
k555,132,1.0,k1351
k1829,124,1.0,k1632
k1733,124,1.0,k443
k431,109,1.0,k966
k979,109,0.0,k1704
k1926,126,1.0,k1402
k395,126,1.0,k229
k1813,125,1.0,k1386
k502,127,1.0,k121
k1149,127,1.0,k219
k1533,135,1.0,k1697
k360,111,1.0,k1856
k958,126,1.0,k322
k312,133,1.0,k178
k1313,108,1.0,k1265
k170,127,1.0,k969
k1851,141,1.0,k1288
k1799,140,1.0,k69
k463,134,1.0,k49
k1685,127,1.0,k1081
k1715,126,1.0,k1564
k358,125,1.0,k1149
k124,94,1.0,k985
k934,125,1.0,k263
k798,93,1.0,k706
k21,95,1.0,k1617
k253,101,1.0,k1378
k1374,124,1.0,k1730
k1378,134,1.0,k608
k116,124,1.0,k255
k716,126,1.0,k1134
k1650,124,1.0,k413
k1939,119,1.0,k1407
k181,126,1.0,k781
k245,125,1.0,k1589
k794,125,1.0,k1201
k1478,127,1.0,k221
k404,127,1.0,k1581
k1399,127,1.0,k20
k1021,126,1.0,k1079
k1912,127,1.0,k1444
k1165,127,1.0,k1737
k353,125,1.0,k634
k44,126,1.0,k1629
k1153,124,1.0,k495
k1546,133,1.0,k714
k1135,127,1.0,k906
k980,127,1.0,k510
k266,127,1.0,k1205
k1117,134,1.0,k220
k158,126,1.0,k1532
k1695,126,1.0,k841
k84,125,1.0,k399
k1452,126,1.0,k488
k1682,135,1.0,k360
k1602,133,1.0,k1264
k1559,127,1.0,k1354
k1503,126,1.0,k1542
k875,126,1.0,k1336
k982,125,1.0,k750
k1932,143,1.0,k892
k1014,143,1.0,k465
k63,143,1.0,k1068
k154,151,1.0,k1494
k1522,156,1.0,k696
k1590,150,1.0,k1590
k1600,156,1.0,k1744
k1504,156,1.0,k1057
k1821,143,0.0,k154
k477,132,0.0,k633
k1540,132,1.0,k812
k416,117,1.0,k55
k637,118,0.0,k987
k79,140,0.0,k584
k61,116,1.0,k559
k1769,127,1.0,k1583
k1766,135,1.0,k411
k1830,127,1.0,k1732
k22,118,1.0,k684
k350,125,1.0,k1274
k568,86,1.0,k1426
k1278,95,1.0,k1014
k1151,110,1.0,k107
k538,126,1.0,k422
k926,132,1.0,k765
k1719,101,1.0,k1596
k1707,127,1.0,k1453
k391,125,1.0,k1323
k133,134,0.0,k1729
k219,111,1.0,k1791
k1192,93,0.5,k970
k554,84,1.0,k1736
k1028,127,0.0,k1071
k947,124,1.0,k478
k1588,143,1.0,k1833
k1109,111,1.0,k334
k1295,103,1.0,k1384
k1373,132,0.0,k328
k1619,124,0.0,k1678
k190,84,1.0,k775
k1570,118,0.0,k953
k1564,119,0.5,k361
k636,116,1.0,k1636
k10,126,1.0,k1108
k1744,124,1.0,k650
k1248,118,1.0,k468
k738,78,1.0,k194
k1435,134,1.0,k157
k1294,111,1.0,k683
k818,135,0.0,k1770
k928,124,1.0,k1615
k588,93,1.0,k1483
k909,86,1.0,k610
k1342,84,1.0,k895
k68,78,1.0,k1916
k750,133,1.0,k811
k1,148,1.0,k693
k1488,133,1.0,k124
k1345,125,1.0,k209
k1093,108,1.0,k654
k247,79,1.0,k1829
k938,135,1.0,k250
k1096,126,1.0,k172
k1563,133,1.0,k62
k1466,101,1.0,k1122
k661,132,1.0,k1435
k902,132,1.0,k973
k1194,124,1.0,k734
k1601,117,1.0,k1585
k1390,135,1.0,k1032
k1781,127,1.0,k960
k1256,140,1.0,k88
k1159,118,1.0,k466
k465,116,1.0,k449
k1596,141,0.0,k972
k1307,132,1.0,k682
k1732,119,1.0,k346
k971,141,1.0,k1811
k422,118,0.0,k19
k706,94,1.0,k1147
k1881,124,1.0,k1016
k1758,124,0.0,k1595
k1291,127,0.5,k907
k1856,85,0.0,k1193
k1163,124,0.0,k1261
k147,140,1.0,k1757
k343,117,1.0,k1865
k397,109,1.0,k564
k305,126,1.0,k1026
k418,141,1.0,k844
k198,115,1.0,k222
k1498,118,1.0,k834
k761,111,0.0,k1792
k82,71,1.0,k636
k187,125,1.0,k1090
k991,126,0.0,k1115
k419,125,0.0,k128
k1820,118,1.0,k1341
k1179,111,0.5,k212
k346,113,1.0,k1049
k1348,124,0.0,k481
k663,109,1.0,k877
k619,117,1.0,k1119
k1938,127,0.0,k1695
k514,124,0.0,k994
k1865,117,1.0,k1870
k1767,125,1.0,k939
k225,116,1.0,k1347
k1814,120,1.0,k769
k510,84,1.0,k1539
k1425,125,1.0,k1702
k51,118,1.0,k1689
k1929,119,0.0,k68
k1823,143,0.0,k863
k184,127,0.5,k1620
k879,118,1.0,k1793
k169,124,1.0,k818
k1894,132,0.0,k1188
k1704,125,1.0,k1304
k899,133,0.0,k643
k1129,126,1.0,k246
k699,117,0.0,k272
k1054,125,0.0,k916
k128,140,0.5,k1520
k655,132,0.0,k350
k760,135,0.0,k1606
k1150,116,0.0,k795
k354,116,1.0,k1291
k1273,117,0.0,k1091
k306,109,1.0,k28
k1371,140,0.0,k1315
k1784,118,0.0,k627
k1636,84,1.0,k1447
k536,124,0.5,k1561
k1463,135,0.0,k1701
k423,133,1.0,k1911
k1286,140,0.0,k1576
k336,110,0.0,k964
k1606,118,1.0,k1844
k263,124,1.0,k1374
k1162,119,1.0,k78
k781,111,0.0,k1024
k171,117,1.0,k149
k55,101,1.0,k565
k1527,118,1.0,k1571
k988,134,0.0,k43
k577,109,1.0,k928
k634,101,1.0,k965
k471,109,1.0,k368
k1350,117,1.0,k1836
k1511,103,1.0,k632
k218,111,0.0,k1521
k1794,132,0.5,k736
k241,108,1.0,k1388
k145,124,0.0,k1614
k1519,101,1.0,k680
k968,116,1.0,k1222
k860,132,1.0,k200
k1428,110,1.0,k1405
k1843,132,1.0,k514
k741,77,1.0,k739
k1186,117,1.0,k578
k1229,148,1.0,k439
k1874,77,1.0,k227
k417,111,1.0,k1356
k1625,111,0.0,k150
k1897,109,1.0,k260
k1587,109,0.0,k467
k843,125,1.0,k1017
k1933,132,0.0,k470
k1796,126,0.0,k1460
k607,119,1.0,k1531
